数据ID,类别,评论内容,属性,情感标签
TRAIN_25614,图书音像,书 只能说还行虽然自己现在用的课本就是这个。但老师也没有用这本书按照他所说的这书讲得很浅,其他,1
TRAIN_25615,图书音像,价格便宜用着方便不错 价格便宜用着方便不错,价格,1
TRAIN_25616,图书音像,非常不错的书 朋友推荐的买了两本送给表弟一本自己留一本。非常值得一读,其他,1
TRAIN_25617,图书音像,挺好 封面整齐内容有观点有角度。,内容,1
TRAIN_25617,图书音像,挺好 封面整齐内容有观点有角度。,封面,1
TRAIN_25618,图书音像,让人爱不释手 从一开头就忍不住一直往下看不看完都放不下来。但翻译真的很一般就名字的翻译已经让人觉得非常拗口。,其他,1
TRAIN_25619,鞋类箱包,不怎么样 皮质不好看着不怎么样,外观,1
TRAIN_25620,家用电器,中规中矩 用着还好就是那个架子会被火烧到之后火就不怎么蓝了我调了风门感觉没多大用。火苗样子不是最好的,其他,1
TRAIN_25621,图书音像,书本质量还可以 商品印刷质量不错字体大小也适中就是暑期送货太慢,质量,1
TRAIN_25621,图书音像,书本质量还可以 商品印刷质量不错字体大小也适中就是暑期送货太慢,印刷,1
TRAIN_25621,图书音像,书本质量还可以 商品印刷质量不错字体大小也适中就是暑期送货太慢,排版,1
TRAIN_25622,图书音像,很好的书 相当不错的购书选择书很好很漂亮。,外观,1
TRAIN_25623,图书音像,中医学 能巩固知识帮助学习,其他,1
TRAIN_25624,图书音像,真的很差劲 字典邮来后包裹角已磨损字典角也受伤了关键一打开封皮已快脱离书芯了内容也很乱跟本不好查一直没拿回家给孩子用真的很差劲。,内容,1
TRAIN_25624,图书音像,真的很差劲 字典邮来后包裹角已磨损字典角也受伤了关键一打开封皮已快脱离书芯了内容也很乱跟本不好查一直没拿回家给孩子用真的很差劲。,封面,1
TRAIN_25625,图书音像,被忽悠了 内容不适合在家练习,其他,0
TRAIN_25626,图书音像,对我来说是本好书 大概翻阅了一下光碟暂时还没有看不过里面有提到一些我正需要的东西比如一些做好PPT必要的一些软件我以前都不知道总归来说这本书对我来说很有用是本好书,其他,1
TRAIN_25627,图书音像,看了视频还是要看书 朋友曾推荐网上的视频 津津有味地看了一个多小时。 自从得知要出书一直买一本。 豆瓣上一有介绍就加入购书单。 确实不错 再次津津有味地看了书又看了视频。 意犹未尽好书。,其他,1
TRAIN_25628,母婴/玩具,花之绘 很漂亮 但不适合初学者,外观,1
TRAIN_25629,图书音像,正版书 很好的书比五线谱方便多了。如果是初学还是很吃力的,正版,1
TRAIN_25630,图书音像,不错的书 感觉在亚马逊买的书质量都挺不错的,其他,1
TRAIN_25631,电脑/办公,很好 一来送货很快二来货也很不错实际的内存空间为1.87G左右还不错了,其他,1
TRAIN_25632,电脑/办公,还行 线控很不错 还有额外耳麦接口 低音感觉没什么量的样子,其他,1
TRAIN_25633,电脑/办公,还好啦 比较小巧插到usb上不影响其他usb设备的插拔使用都正常。,便携,1
TRAIN_25634,图书音像,值得 现在人们大都缺乏锻炼每天10分钟贵在坚持,其他,1
TRAIN_25635,图书音像,犹如看见自己最爱。 质量好。字体清晰正版没错字,质量,1
TRAIN_25635,图书音像,犹如看见自己最爱。 质量好。字体清晰正版没错字,排版,1
TRAIN_25635,图书音像,犹如看见自己最爱。 质量好。字体清晰正版没错字,正版,1
TRAIN_25636,家用电器,很喜欢 烧水很快声音也不是很想就是很喜欢很实用啦,噪音,1
TRAIN_25637,手机/数码,耳机很喜欢 东西很好看也很使用音质比以前的那个好的多不过发现没有对话孔打电话不是很方便不知道是不是我没有找到。。还是很满意的,外观,1
TRAIN_25638,电脑/办公,替同事购买 用着很好稳定没问题,信号,1
TRAIN_25639,其他,非常好好看好用 效果特别的好老公很喜欢而且质量看着很不错啊当然我们不是专业级的听着感觉非常棒,外观,1
TRAIN_25640,家用电器,非常好 很实用拿来就用做了3次效果都非常好物流也很快,效果,1
TRAIN_25641,图书音像,书不错但是容易开胶掉页给四颗星 这书是系列书籍一套四本。现在出版社都是赚孩子和妈妈的钱很简单的一些道理能出成四本书但是不管怎么说我一本本的买齐了内容非常简单但是印刷和排版孩子还比较喜欢清爽且卡通。有不足之处就是这系列的书装帧一般特别容易开胶掉页我全部用线装了一遍。,封面,0
TRAIN_25642,图书音像,很好 条理清楚内容也很丰富通俗易懂边上还有关键词的解释说明我很喜欢选修课的辅助教材受益良多。,内容,1
TRAIN_25643,图书音像,很喜欢 书的里面很丰富比平时那些串珠书多了故事感受多了非传统的元素玩起来就更开心了.,其他,1
TRAIN_25644,图书音像,喜欢电影喜欢书 看完电影才看的书然后依然觉着还是书比较有趣。不多说看了就知道。,其他,1
TRAIN_25645,图书音像,还可以 还可以正版。质量不错。,质量,1
TRAIN_25645,图书音像,还可以 还可以正版。质量不错。,正版,1
TRAIN_25646,图书音像,激动 今天收到书了太高兴了,其他,0
TRAIN_25647,图书音像,这本书还行 写的很详细但可能快递被扔了凹了一角没送T—shirt说要把Tshirt加入购物车买才行。。。。。汗。。。不过很棒 很好快递写28到结果26就到了下次还会来亚马孙买。,其他,1
TRAIN_25648,图书音像,儿童文学 适合小学生看印刷和纸张都不错,印刷,0
TRAIN_25648,图书音像,儿童文学 适合小学生看印刷和纸张都不错,纸张,1
TRAIN_25649,图书音像,质量很不错 收录诗歌多赏析也很见功夫,其他,1
TRAIN_25650,图书音像,不算太满意 书可能是写给外国人看的吧针对中国读者来说就不是很能接受了。至少看了前面几张都有点云里雾里的感觉。不像吹的那么好,其他,1
TRAIN_25651,图书音像,ok 包装不错速度很快书也不错,物流,1
TRAIN_25651,图书音像,ok 包装不错速度很快书也不错,包装,1
TRAIN_25652,图书音像,可以 看了一下多不错的免费,其他,1
TRAIN_25653,图书音像,嗯嗯还可以 还不错啊很新没有像之前的评论那么差卓越果然可靠,其他,1
TRAIN_25654,图书音像,好书大家看 不知道读过几遍了一个穆斯林家庭六十年里三代人的命运沉浮读后荡气回肠余味绕梁。,其他,1
TRAIN_25655,图书音像,作品的名字给了读者温暖的希望 还不错的是男主对女主的特别态度和爱慕关心吸引了我看下去男主很好女主不是我很喜欢的那种不过也不错结局很好的虽然有一章节里男女主角亲热的场面登在了报纸上男主角为了解决之一不良影响跟女主角去民政局登记了这样的故事安排我不是很喜欢总体还好给人一种希望。我挺喜欢作品的封面的确很给人一种希望。,其他,1
TRAIN_25656,图书音像,稍微有点失望 小说形式的稍微有点失望,其他,1
TRAIN_25657,图书音像,不错哦 送朋友的还不错老师是个很好的老师,其他,1
TRAIN_25658,图书音像,如果有一定的历史基础可以不买 我是冲这英文版买的其实是高中教材的英文化看起来浅显易懂但缺乏深度。,其他,1
TRAIN_25659,图书音像,太爱这本书 我太喜爱这本书啦..曾经肤浅的我以为它只是一本黄禁书看完这本书对这个世界又明白通透了几分几百年上千年了在中国一些东西从没变过.所以我们掌握了常识基本就可以在这个世界有一席立足之地了.,其他,1
TRAIN_25660,图书音像,红楼梦 书不错 纸张还行 很喜欢,纸张,1
TRAIN_25661,运动户外,差评 一点效果都没有买了以后几个朋友才告诉他们都买过完全没有效果而且质量一般般以后不会再光顾也不会介绍朋友买浪费一百多块早知道去买水果吃了。,质量,0
TRAIN_25662,图书音像,里面的文章都还不错的 里面的文章都还不错的 里面的文章都还不错的意境很好语言很优美。不过作者在文字上好像没有怎么下功夫里面可以发现很多的错白字甚至有些的、地、得都不是很能分得清。对广大青少年读者可能会有不利影响。,其他,1
TRAIN_25663,图书音像,喜欢 是本新书字不算大内容量很大哈哈,内容,1
TRAIN_25664,电脑/办公,杂音没有解决 总体还好各项功能都很方便。只是在没有声音或者小声播放时候有明显杂音放远一点倒影响不大,音质,0
TRAIN_25665,手机/数码,不好 用的时候用得时间好短呀用起来的时间还没有充电时间的41呀不好真不好呀,其他,0
TRAIN_25666,图书音像,物有所值非常满意 此版《汉书》内容完整印刷质量上乘价格合理本人觉得物有所值。,其他,1
TRAIN_25667,手机/数码,东西都不错 比其他商家的质量好多了和描述一样,质量,1
TRAIN_25667,手机/数码,东西都不错 比其他商家的质量好多了和描述一样,描述,1
TRAIN_25668,图书音像,书好配送速度慢 从原理上讲内核很经典摈弃了过去那种只关注代码的方式。,其他,1
TRAIN_25669,图书音像,他用光和影将故事诠释到了极致。 世间没有任何人能够像他那样利用光和影 将故事——人的故事、生命的故事、他的故事 以及我的故事 诠释得如此真切。心痛。 喜欢这本关于他的书。,其他,1
TRAIN_25670,图书音像,相爱的人不一定适合 互相猜心然后彼此伤害。谁也不轻易的言明坦诚自己的感情唐凌涛跟戴辰辰走了那么多的冤枉路所幸最后关头终于觉悟。或许强势如唐凌涛、柯以勋之辈都会不由自主的被戴辰辰这种单纯到有点笨的女人所掳获但是感情只有一份心只有一颗虽然也很喜欢柯以勋但是仍然得接受这个结局。看完这本书学会了相爱也学会了相处之道是值得一看的一本书。,其他,1
TRAIN_25671,图书音像,能抚慰你心灵的一本书 有段时间心态超差这本书能抚慰你的心灵嘿嘿,其他,1
TRAIN_25672,家用电器,感觉还好啦 放到刚装修的房间里几天不过不是每天开每次也不是开很长时间所以感觉不是很明显。不过相信飞利浦的质量相信没几天就会看出效果了,其他,1
TRAIN_25673,图书音像,小科幻 最近花了一周时间在上下班的地铁上看完了这本不算厚的书觉得是一本小科幻作者是美国麻省理工的教授因此整本小说发展都是绕着这个大学来进行的加上对未来的描述很简单很简单似乎有点想像力不足的感觉.也许我看得不够仔细地铁...同时翻译似乎也翻译得不够好好几个冷笑话都没感染力.,其他,1
TRAIN_25674,图书音像,不适用 物流 发到邮局 很麻烦 差点去不来东东了。。。东东也不实用 没啥价值。。。,其他,0
TRAIN_25675,图书音像,悟 生活本身就是一门大学问。,其他,1
TRAIN_25676,图书音像,都是些基本的 这本书买的很后悔基本没用大篇幅的说点基础电子技术关键的内容一笔带过更像电子技术基础的教材。,其他,0
TRAIN_25677,图书音像,内容好不错 书确实是我想要的有一点是关于AAO工艺的设计参数和国标上的有些不一样,内容,1
TRAIN_25678,家用电器,好东西 好东西好东西好东西好东西好东西,其他,1
TRAIN_25679,其他,吸力小 款式不错声音可以接受吸力不是很满意,其他,1
TRAIN_25680,图书音像,好书 很好的揭露了苏联的黑暗,其他,1
TRAIN_25681,图书音像,很有实际意义 送货很及时书中的内容也很不错。很有实际意义,内容,1
TRAIN_25682,图书音像,表扬售后服务 书不错孩子喜欢。收货后发生了小插曲向客服反映后及时给予处理亚马逊服务确实高效、人性化很满意。非常感谢下次购物还是亚马逊,其他,1
TRAIN_25683,图书音像,书很好物流很快 读到一半的时候会觉得索然无味但坚持读到最后才会发现作者笔触的独特与深刻很值得推荐的一本书需要读者读完以后多去思考方能悟出笔者的良苦用心。,物流,1
TRAIN_25683,图书音像,书很好物流很快 读到一半的时候会觉得索然无味但坚持读到最后才会发现作者笔触的独特与深刻很值得推荐的一本书需要读者读完以后多去思考方能悟出笔者的良苦用心。,包装,1
TRAIN_25684,电脑/办公,原装的就是好用 旧的自己灌墨水总是出问题。干脆换新的好用。,其他,1
TRAIN_25685,图书音像,我们生活的时代 无所不在的分裂成了我们这个时代的特征。是权力太过蛮横还是我们的抵抗太过弱小在这样的时代里娱乐的背后却隐藏着普通人的深深无奈。每一个细节里隐藏着的权力矛盾、文化斗争和政治对立作者以其敏锐的洞见将这一切展示在我们面前。,其他,1
TRAIN_25686,图书音像,疑为盗版 排版及其差书籍底部裁切几乎和文字相接。非常不舒服的阅读体验。请喜欢此书的同好们注意。,排版,0
TRAIN_25686,图书音像,疑为盗版 排版及其差书籍底部裁切几乎和文字相接。非常不舒服的阅读体验。请喜欢此书的同好们注意。,正版,0
TRAIN_25687,图书音像,物有所值 物有所值我很喜欢哦,其他,1
TRAIN_25688,电脑/办公,用了半年了才发现读卡器接口有点毛病 7599 入的手当时没看到3630那款现在那款性价比很高这款貌似没怎么降价还涨了点呵呵 电源适配器很大系统也很稳定华硕的配套应用还都挺方便的手势触摸等等 外出携带太重了装进包里累的肩膀疼。全高清屏效果很赞没有缝隙触摸板翘起等问题 最近才发现读卡器那里接触不太好总是读取失败或者传文件时突然掉了。不过用的很少也不影响使用。,系统,1
TRAIN_25688,电脑/办公,用了半年了才发现读卡器接口有点毛病 7599 入的手当时没看到3630那款现在那款性价比很高这款貌似没怎么降价还涨了点呵呵 电源适配器很大系统也很稳定华硕的配套应用还都挺方便的手势触摸等等 外出携带太重了装进包里累的肩膀疼。全高清屏效果很赞没有缝隙触摸板翘起等问题 最近才发现读卡器那里接触不太好总是读取失败或者传文件时突然掉了。不过用的很少也不影响使用。,信号,1
TRAIN_25689,电脑/办公,Intel 英特尔 Core酷睿 i3-3220 盒装CPU 双核四线程3.3GHz3MB三级缓存LGA1155 打开包装发现触点有使用痕迹但使用正常,其他,1
TRAIN_25690,图书音像,此书不错 这本书体积比较小便于携带。初步看了几页还比较满意。,其他,1
TRAIN_25691,图书音像,强烈推荐 原来是下载的电子书来看觉得十分受用就买了一本书看完了送给了表姐因为表姐的孩子3岁了正是要教育的好时候不管您是什么职业 什么年龄相信您都会在此书中有所感悟也可以在网上找视频看。,其他,1
TRAIN_25692,图书音像,封面设计太烂了 内容还过得去但是那书封面让人有种想死的冲动买回两天封面就被我撕掉了,内容,0
TRAIN_25692,图书音像,封面设计太烂了 内容还过得去但是那书封面让人有种想死的冲动买回两天封面就被我撕掉了,封面,0
TRAIN_25693,手机/数码,还不错 和预期的一样价位和实施相附,其他,1
TRAIN_25694,图书音像,不错 宝贝还未出生我只是拿着它跟宝贝讲解了几次。。。质感挺厚的希望将来对他有帮助。,其他,1
TRAIN_25695,家具/家装/建材,简易的桌子 东东比较简单安装后还算结实。桌面有的一点划痕在可接受范围内值这个价钱呢,质量,1
TRAIN_25696,图书音像,还行吧 总体还行只是发现有一页撕坏了,其他,1
TRAIN_25697,电脑/办公,很不错的CPU 这款CPU还是很不错的性能很好价格也不贵送货的很准时很快,价格,1
TRAIN_25697,电脑/办公,很不错的CPU 这款CPU还是很不错的性能很好价格也不贵送货的很准时很快,性能,1
TRAIN_25698,图书音像,不错的书 不错的书内容丰富还有插画送货也很快没发现任何损坏处很满意,内容,1
TRAIN_25698,图书音像,不错的书 不错的书内容丰富还有插画送货也很快没发现任何损坏处很满意,插图,1
TRAIN_25699,家居生活,郁闷 很好看和买的粉色配成一对但是为什么钢化玻璃的杯子从0.5米不到的高度摔下来会碎成一片片这和粉色的差距太大了,外观,1
TRAIN_25699,家居生活,郁闷 很好看和买的粉色配成一对但是为什么钢化玻璃的杯子从0.5米不到的高度摔下来会碎成一片片这和粉色的差距太大了,大小,0
TRAIN_25700,美妆个护,味道有点重 香味好像香皂的香味但泡沫很丰富一点点就有很多泡沫也很容易冲洗干净就是味道有点浓,香味,1
TRAIN_25701,美妆个护,挺好的 是那种有点偏稀但又不是特别稀的味道也挺好闻得洗完脸之后脸上有种挺光滑的感觉。有一定的保湿效果但时间不会很长建议冬天用完之后还是要给脸上涂擦脸油。,香味,1
TRAIN_25702,图书音像,不错通俗易懂。不错通俗易懂。 不错通俗易懂。不错通俗易懂。,其他,1
TRAIN_25703,图书音像,一口气 热血沸腾的非常过瘾非常精彩,其他,1
TRAIN_25704,母婴/玩具,猫和老鼠的牙胶好看但是要求起来不方便一个太小两个一起又放不到嘴里。 喜欢太阳花和蝴蝶好抓持顺手玉米感觉大了点不是找是不是宝宝大点才能用我们现在6个月,外观,1
TRAIN_25704,母婴/玩具,猫和老鼠的牙胶好看但是要求起来不方便一个太小两个一起又放不到嘴里。 喜欢太阳花和蝴蝶好抓持顺手玉米感觉大了点不是找是不是宝宝大点才能用我们现在6个月,易用,0
TRAIN_25705,电脑/办公,慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢 慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢,速度,0
TRAIN_25706,图书音像,很不错的一套书籍 特别喜欢董先生的作品不管是牛津版还是海豚版都会买回家中珍藏阅读留存。,其他,1
TRAIN_25707,图书音像,有点深度 大人小孩都适合看的书。对智力思维的开发有用,其他,1
TRAIN_25708,图书音像,力挺熊培云 重新发现社会、自由在高处、一个村庄里的中国都买了。好,其他,1
TRAIN_25709,图书音像,总体来说还可以就是音量很小快递很快收到后心情很好 总体来说还可以就是音量很小快递很快收到后心情很好,其他,1
TRAIN_25710,图书音像,很全面详细 不错上下册两本书很全面详细。作为参考资料使用,其他,1
TRAIN_25711,图书音像,哼哼 现在天使出到第四了可是没有未成年好看,外观,1
TRAIN_25712,图书音像,发型不错 可是好像我没发现有光盘但是发型都很好可是自己做还是有点难度.,其他,1
TRAIN_25713,图书音像,还行 看久了有点会掉页,其他,1
TRAIN_25714,图书音像,速度飞快 这次买书 最大的体会就是速度飞快,其他,1
TRAIN_25715,图书音像,关于小窗幽记 给男朋友买的 应该还可以,其他,1
TRAIN_25716,图书音像,宅急送配送的什么都好非常喜欢 宅急送配送的什么都好非常喜欢,其他,1
TRAIN_25717,图书音像,TWD 总的来说 内容是很不错的 作为 TWD迷 超爱这本书 虽然封面不怎么好看 还有 订了一个月了 才拿到手,外观,1
TRAIN_25717,图书音像,TWD 总的来说 内容是很不错的 作为 TWD迷 超爱这本书 虽然封面不怎么好看 还有 订了一个月了 才拿到手,内容,1
TRAIN_25717,图书音像,TWD 总的来说 内容是很不错的 作为 TWD迷 超爱这本书 虽然封面不怎么好看 还有 订了一个月了 才拿到手,封面,1
TRAIN_25718,其他,很好吧 书我之前看过 这本是帮别人买的 别人买来珍藏 七堇年的书一向都是有思想的、,其他,1
TRAIN_25719,图书音像,生活是快乐的。 我通过友人的介绍知道本书的阅读后感受颇深。我买书后打算送给我的亲朋让他们没有烦恼快乐地生活。在此感谢贵公司的悉心服务。,其他,1
TRAIN_25720,图书音像,一般一般呀说是外国畅销搞不懂 一本书一个主线内容贴纸只有二页自己创意贴上形式不错但贴纸太少了,纸张,0
TRAIN_25721,图书音像,杯具 看完只觉得杯具维特的烦恼是对还是错分不清了如果是我我该怎么做,其他,1
TRAIN_25722,图书音像,很好 很好值得买的一套书,其他,1
TRAIN_25723,图书音像,喜欢线装本 真的很好诗又全纸又好很喜欢很喜欢,纸张,1
TRAIN_25724,图书音像,炒股的智慧 下午下单晚上收到亚马逊神一样速度这本书强烈推荐炒股基民。,其他,1
TRAIN_25725,图书音像,不方便 书不错就是无法把p3复制下来很不方便只能用电脑后悔买了,其他,0
TRAIN_25726,图书音像,好书 先在网上发现部分文字照着给孩子做了果然有效啊。买来书一看作者真是一位悲天悯人的好医生啊。已经做了笔记继续对宝贝按摩。,其他,1
TRAIN_25727,电脑/办公,罗技一如既往的好 之前一直用MK260鼠标没有开关好费电。现在MK270鼠标键盘都有了开关这下省电多了。,其他,1
TRAIN_25728,图书音像,不错 很好 有没有6的,其他,1
TRAIN_25729,图书音像,花园小百科 和想象不符但书包装不错可能是与我个人需求不符吧,包装,1
TRAIN_25729,图书音像,花园小百科 和想象不符但书包装不错可能是与我个人需求不符吧,描述,0
TRAIN_25730,钟表/首饰/眼镜/礼品,Ray-Ban雷朋意大利进口茶色渐变时尚太阳镜RB3025 大牌子东西不错喜欢质量还好,其他,1
TRAIN_25731,美妆个护,女朋友买的 不是自己用还不知道情况,其他,1
TRAIN_25732,图书音像,很好的书 是我目前为止看到的反应黑手党历史最好的一部书了,其他,1
TRAIN_25733,电脑/办公,小巧好用 到货很快正品带发票即插即用三根线电源电话线网线连原有的无线路由器接好后直接就上网了啥都不用设置。总算把家里原来到寿的老猫替掉了小黑猫很可耐。,速度,1
TRAIN_25733,电脑/办公,小巧好用 到货很快正品带发票即插即用三根线电源电话线网线连原有的无线路由器接好后直接就上网了啥都不用设置。总算把家里原来到寿的老猫替掉了小黑猫很可耐。,便携,1
TRAIN_25734,图书音像,选题较广 珍品较多 这本书该算是丹青老师的一部早年文化专业的回忆思考总结史了既有自身经历之描写亦有对他人他事之思索很不错,其他,1
TRAIN_25735,图书音像,评价 写得并不客观“了”字特别多看着头疼,其他,0
TRAIN_25736,手机/数码,還行 物流速度很快音質不錯。 走路時會偶有斷斷續續的且有效距離約8米 更新 經實驗 a.連續使用時間約為6.5H聽歌曲 b.有效距離如隔兩面墻的話距離為2米於不同房間進行測試,物流,1
TRAIN_25737,电脑/办公,有点失望啊 感觉太单薄做工太环保了。,其他,0
TRAIN_25738,图书音像,一本好书 初学者的宝书啊强烈建议购买就是亚马逊的快递包装太简陋了一个塑料袋而已对书的保护很差收到时有些磕伤但不影响阅读。,包装,0
TRAIN_25739,美妆个护,一般 个人感觉书的质量一般。,质量,0
TRAIN_25740,电脑/办公,Logitech罗技MK240无线键鼠套装 黑色 迷你气质套装简约主义体验三年质保 Logitech罗技MK240无线键鼠套装 黑色 迷你气质套装简约主义体验三年质保,其他,1
TRAIN_25741,图书音像,一本神奇的书 书的故事平淡无奇但令读者的感触出奇的深。它里面有某种东西某种深藏在生活中的深刻道理。我们一直能够感知但没有在意是作者带我们发现并感受到了他们并且把这种感触深入我们的骨髓。,其他,1
TRAIN_25742,手机/数码,联想手机还不错 还没收到货就降价了直接拒收我想东西应该还是不错的要求不高的话可以用,其他,1
TRAIN_25743,鞋类箱包,好 第一次买这么高级的包挺爽的,其他,1
TRAIN_25744,图书音像,值得收藏 买过其中的第一和第二张非常不错纯抒情钢琴喜欢的朋友可以买张听听不过JOYO还是没有卖Yiruma的唉一个遗憾,其他,1
TRAIN_25745,手机/数码,给朋友买的朋友使用起来还不错声音挺清晰的。 给朋友买的朋友使用起来还不错声音挺清晰的朋友的手机诺基亚E75。,其他,1
TRAIN_25746,家用电器,还不错 快递很快东西也不错整体还不错哦,其他,1
TRAIN_25747,图书音像,很过瘾 关于中国传统节日的书我们之前买过一套。孩子不喜欢看翻了两下就扔在一边了。现在还在书柜里。这套书买回来之前我也担心不知道是不是对孩子的胃口。结果还好书的开本很大图清晰字也挺大。故事讲的也比较有意思。孩子拿到手以后就回自己屋看去了看上去很感兴趣。,内容,1
TRAIN_25747,图书音像,很过瘾 关于中国传统节日的书我们之前买过一套。孩子不喜欢看翻了两下就扔在一边了。现在还在书柜里。这套书买回来之前我也担心不知道是不是对孩子的胃口。结果还好书的开本很大图清晰字也挺大。故事讲的也比较有意思。孩子拿到手以后就回自己屋看去了看上去很感兴趣。,插图,1
TRAIN_25748,家用电器,数次换货 第一次遥控器坏的换第二次风扇本身是坏的换第三次才送来合格的产品。 家里无数美的这次是对美的心寒了但是亚马逊购物网站直接肯定值得信赖。,其他,1
TRAIN_25749,图书音像,很喜欢白落梅的文笔 呼呼。。。一直喜欢白落梅的文笔发货快很期待领略到书中独到的见解,物流,1
TRAIN_25750,图书音像,可以与另一本书互看 这本书从四年前就开始关注了当时绝对是轰动全美的书。 中文版看毕跟想象中的很不一样。原本以为是一个讲兄弟离散的悲情故事结果主要还是讲的是医家的普世救人。可就是这普世救人很感人而且增长了不少西医方面的知识。可以同《失落的秘境》一起看。我是碰巧两本书同期阅读的顿时对西医兴趣大增,其他,1
TRAIN_25751,钟表/首饰/眼镜/礼品,很不错的款式 等这款表已经好长时间了今天终于拿到货了和想象中的一样很经典的款式很喜欢。,其他,1
TRAIN_25752,图书音像,最喜欢田先生以前的《秘密列车》 很多年前就在收音机的长篇联播里听田先生的书。时隔很久依然能够回忆起田先生的秘密列车扣人心弦的时刻。 古今通鉴在内容上差了许多但是田先生风采依旧喜欢听他的声音。,内容,0
TRAIN_25753,图书音像,送货很快 配送真的很给力不过书本内容好像非常简单不适合三岁以上的小孩了只能看看里面的绘画,内容,1
TRAIN_25754,图书音像,卡通插图很有趣 都是很基础的对于门外汉来说算是可以增长见识的读物,插图,0
TRAIN_25755,美妆个护,不怎么样 用过了感觉不怎么样痘痘去不了唉都是因人而异的,其他,1
TRAIN_25756,图书音像,不是很好 没有塑料包装不是那么新的感觉,其他,1
TRAIN_25757,图书音像,随 还行 速度也好,其他,1
TRAIN_25758,图书音像,评论 这是我同学买的听说还好,其他,1
TRAIN_25759,图书音像,不错 不错比较实用美中不足是纸质较粗糙点,做工,0
TRAIN_25759,图书音像,不错 不错比较实用美中不足是纸质较粗糙点,纸张,0
TRAIN_25760,图书音像,确实是他的回忆录 特斯拉感兴趣的人这本书两小时读完热血澎湃值得了解,其他,1
TRAIN_25761,其他,不错嘛 用起来感觉蛮爽的OO哈哈哈,其他,1
TRAIN_25762,图书音像,有些失望 是我没看清楚介绍还是怎么得都是小册子的连环画啊·个人比较喜欢大开的书本,其他,1
TRAIN_25763,电脑/办公,很不满意。 买了两种墨盒彩色还凑合黑色拿来就打印不了便宜没好货。,价格,1
TRAIN_25764,图书音像,没插图的 和我之前的想象不太一样。书中是没有插图的只是封面和封底有剪影风格的黑白图画。 正文页面中规中矩很素净并无花边框框之类的。唯一的装饰是每逢新的一章用花体字和罗马数字标记。 书脊对面的那一边不知道怎么说就是封面上女孩的那一边是裁切成锯齿状的--这倒是个新创意。 总体来说很好。 但我还是想再找找其它更有美术感觉的版本。,其他,1
TRAIN_25765,图书音像,孩子很喜欢 孩子很喜欢Wor Hores,其他,1
TRAIN_25766,图书音像,不怎么样 书不咋滴 好多习题没答案,其他,0
