数据ID,用户ID,商品ID,评论时间戳,评论标题,评论内容
TEST_14632,459807.0,PRODUCT_491262,1252425600,别以为是清华大学出版社的就好,"不好, 不适合个人自学使用. 个人不推荐."
TEST_14633,47346.0,PRODUCT_35634,1235923200,中国城市魅力地图/封游榜丛书,"一本很不错的书,写得非常精彩,对于了解各地好吃的,好玩的,好看的,是本不错的指南"
TEST_14634,331457.0,PRODUCT_178020,1363017600,"经典好书,学习算法的入门书籍",这本书在我学习算法的过程中帮助了我很多。
TEST_14635,79615.0,PRODUCT_367497,1374854400,我会去做的!,"这份试卷至今在下仍未开卷……很惭愧~~但是在下有小翻了一下,觉得试卷解释的部分很多,也很仔细,应该是不错。呵呵~"
TEST_14636,493207.0,PRODUCT_499767,1299340800,"挺好。就是没有安螺丝的工具,稍微费了点事。","带一个移动硬盘套,不过质量一般。"
TEST_14637,1136994.0,PRODUCT_249646,1323964800,大爱张杰、大爱张小七,货很快就送到了、、质量也很好、、大爱张杰、大爱张小七
TEST_14638,44767.0,PRODUCT_424341,1379952000,好书,配在 艺术的故事 中的 值得一看
TEST_14639,5989.0,PRODUCT_218702,1256227200,我觉得这本书简单易懂,"适用于初学者,简单易懂,也容易引起兴趣。"
TEST_14640,15596.0,PRODUCT_371966,1374854400,"赞,超赞","不得不夸夸亚马逊的效率高。下午提交订单,第二天中午就到了。书本也不错,物美价廉……"
TEST_14641,193565.0,PRODUCT_61105,1359734400,只是资料稍微整理,"里面的内容其实百度一下找到很多,没有很大用处"
TEST_14642,742817.0,PRODUCT_53568,1240761600,很喜欢,"不错,很喜欢,对传统手工艺技术的延续有很好的促进作用."
TEST_14643,1353299.0,PRODUCT_411544,1226764800,"菜鸟学日语,多亏了它!","哪怕是用电子词典,都没有按汉字查读音的功能。 这时就需要这本词典“大显身手”了 收录的词相当全!"
TEST_14644,310377.0,PRODUCT_54607,1317657600,提供新的思维方式去认识世界。,"提供新的思维方式去认识世界,和自己现在的一些想法不谋而合。"
TEST_14645,291377.0,PRODUCT_289292,1367078400,东西很不错,"东西很不错,防伪验证过没问题,价格也很实惠,买了很多次了。"
TEST_14646,721016.0,PRODUCT_124947,1342454400,对于这价位还是很满意的,"对于这价格,已经很不错了,快递速度很快,服务到位,产品用了几天挺好,很少会有掉线情况,对于这价位还是很满意的。"
TEST_14647,13928.0,PRODUCT_367192,1278950400,上当的感觉,"翻译的平淡如水,看的直打磕睡,"
TEST_14648,615114.0,PRODUCT_241313,1307462400,好东西,"东西很好,留香大概3、4个小时吧,味道比较淡,很喜欢。 卓越的包装也很好 但是物流太慢,很恼火。武汉到宜昌才300公里,竟然等了7天!跟客服反映后第二天马上来了,对快递很失望!"
TEST_14649,1269659.0,PRODUCT_343715,1377360000,失望,"不好用,还不如安卓呢。下载个qq还要用microso,结果microso还注册不下来"
TEST_14650,386288.0,PRODUCT_107184,1274284800,速度很快~,"我们的谈判课本来是另外一本,但是老师上课却给我们讲这本,她念,我们抄,后来干脆自己买了,这本书不错,发货速度也很快!"
TEST_14651,92580.0,PRODUCT_138952,1362412800,"加热方便好用,就是太小了","用了一次,挺方便的,早上带去的汤、菜,中午自己就可以热着吃,不用麻烦单位的微波炉了。超喜欢-不锈钢内胆,再不用微波炉加热塑料饭盒了。就是买的这款饭盒内胆太小,只能带汤、菜。下次自己煮饭,看看怎样"
TEST_14652,71224.0,PRODUCT_499622,1361548800,"实惠,一直在用,很好用的键盘","实惠,物美价廉。一直在用,很好用的键盘"
TEST_14653,90127.0,PRODUCT_142430,1337875200,很有深度的文章,"最近迷上史铁生,买了他的好几本书,这本书排版还可以,不过墨有点味道"
TEST_14654,215162.0,PRODUCT_446492,1303660800,装帧完好,"书是有透明膜包着的,文章比较简单,先英文,再是译文,每一篇还有几个生词注释在篇尾,还有几个练习,就是把文章中的两三个句子做中翻英,英翻中"
TEST_14655,77089.0,PRODUCT_284575,1348416000,很好的书,"是一本很不错的书,值得一看!"
TEST_14656,7380.0,PRODUCT_309810,1309363200,书本规格问题,"昨天买的时候明明就是写精装版,今天收到的结果是平装版的,差太远啦!我要投诉!!!!!!!!"
TEST_14657,37479.0,PRODUCT_263891,1369670400,不错,"比较系统,非常不错。"
TEST_14658,370706.0,PRODUCT_143207,1258992000,还不错,挺喜欢的 不错 很好看
TEST_14659,108164.0,PRODUCT_138314,1379174400,"用词简单,易于理解","适合闲暇阅读,词汇都是常见的,难词很少,所以读起来感觉不是那么精辟,感觉就是专门为中国学生作的"
TEST_14660,404395.0,PRODUCT_477381,1304697600,对书很失望,书的质量太差了!!!第一本后面部分竟然有少字!!!什么毛印刷厂!!!!排版排的字都丢了!!!而且我同事买的2本也是一摸一样的情况!!!!质量太差!!!!!书的切割毛边太厉害!!!!!真不值!!!! 而且唐七的文思  哎  还是伤到我了  不过觉得没有三生好  希望下本能超越三生
TEST_14661,104563.0,PRODUCT_127165,1360857600,一般般!,都是学习方法··看不到十篇就没心看了··因为很多内容都是万变不离其中的。没有励志的故事··
TEST_14662,693213.0,PRODUCT_352857,1204646400,恩.我很喜欢,"内容还是不错. 不过翻译.我始终觉得没有我第一次看到小王子的那本好. 我觉得""TAME""翻译为""驯养""比""驯服""好.. 因为代表爱情,我更喜欢被驯养. 还有 ""建立关系"" 比""建立联系""好.但本文恰恰是选择的我不喜欢的翻译.呵呵."
TEST_14663,538712.0,PRODUCT_512039,1371484800,不错,"这本书摸起来挺舒服的,纸质很好,是正版的,内容也挺不错的,浅显易懂,容易学习,感觉挺有用的,老板的包装很好,感谢!"
TEST_14664,547158.0,PRODUCT_19332,1243872000,书不错,案例多是一大亮点
TEST_14665,528450.0,PRODUCT_18957,1381248000,满意,这是第一次在亚马逊买东西  发货速度很快  预计12号收到  今天才9号我就收到书了  是正品  很满意  快递速度也很快  还能货到付款  而且一点多余的费用都没有  真的特满意  以后还会经常过来的
TEST_14666,108548.0,PRODUCT_289044,1376496000,"狮王,我看是失望","用了一段时间,两点,一是完全没有泡泡;二是完全不能清新口气,哪怕刚刷牙也感觉和没漱口一样。说白了就是一盒盐开水的固体,是在卓越上买的最失败产品,不过以后还是会支持卓越,毕竟买了几年东西了。结束语,不建议购买"
TEST_14667,128235.0,PRODUCT_49135,1265558400,还行,"虽然歌曲有点老了,但是还是不错的"
TEST_14668,19844.0,PRODUCT_87510,1377187200,到货很快啊,"书质量不错,开始学习啦"
TEST_14669,687630.0,PRODUCT_411785,1364832000,九阳电磁炉,"用的话,声音并没有别的一些网友说的那么大。然后还是挺好用的,蛮方便。炒锅暂时没用,不知道是不是质量很差。送货过程出了点问题,不过客服挺好说话的。配送算很快的了。好像有8档吧,然后最高是2100W,挺不错的,不知道费不费电。"
TEST_14670,203625.0,PRODUCT_403471,1321804800,以后在看,"语言太古旧了,看的累"
TEST_14671,61919.0,PRODUCT_187747,1214323200,有些恐怖的童话,"以前没有看过这样的童话.内容情节有些恐怖.我看是不适合给孩子看的.我会将它放到书架最高处,以免我的孩子去看这本书. 成年人看看倒是可以."
TEST_14672,145618.0,PRODUCT_470191,1314115200,很好,"是个物廉价美的好东西,耳机线也很长。"
TEST_14673,260790.0,PRODUCT_380124,1326902400,有意思,"很有意思的书,有很多精美的插图。还有亲笔签名。"
TEST_14674,235.0,PRODUCT_245942,1288368000,超好,这本书的质量超级好。
TEST_14675,1421137.0,PRODUCT_469393,1330876800,还可以,"电话线比较短,宝宝模拟打电话比较费劲,其他还好,觉得有点贵"
TEST_14676,76383.0,PRODUCT_496498,1370880000,装订问题,"书的装订不好,有几页直接掉了一下"
TEST_14677,25595.0,PRODUCT_130405,1361203200,Logitech 罗技 K100键盘 (PS/2接口),"帮同事买的,貌似他还选错了,么看好接口"
TEST_14678,448872.0,PRODUCT_161049,1332864000,还行,"优点:按键方便,小巧有质感 缺点:说明书太简陋。耳机效果太差 还有录音与音乐模式的切换,书上写长按V键,经多次摸索,实际应按M键。还好不用更换了不然麻烦的很"
TEST_14679,514023.0,PRODUCT_50840,1382803200,"用着还行,,,在欧莱雅产品里,算一般的","用了不少欧莱雅的产品了,每一次都买不一样的,用到这款,并没有欣喜地感觉,反而觉得不如之前的好,不过,用着也还可以"
TEST_14680,525477.0,PRODUCT_135374,1232553600,好,"书的质量很好,图片也不错,是一本标准的图鉴书, 但是价格太贵了,而且鱼的种类也太少.."
TEST_14681,162068.0,PRODUCT_430840,1362758400,很实惠,"性价比很高,日常电脑用用还凑合音效"
TEST_14682,332960.0,PRODUCT_462298,1319472000,简约精致~,"其实我是比较挑封面的人,而且相比于花俏的排版或者插图,这种纯文字的排版更得我心。很简单的封面,但是给人很舒服的感觉。纸质跟字体大小都合适,除了王国维《人间词话》的正文内容外,还有很多名家或者学者的评论跟序。由于正文内容没有翻译,所以认真看过前面的内容会更容易理解一点。 如果是能够阅读清末古文的童鞋,那就建议先看正文,自己先感受一下原文给自己的体验,再来看看别人的评论会更好。"
TEST_14683,41779.0,PRODUCT_491149,1354032000,"质量不错,但有缺页","速度很快!书质量不错,但是可惜的是用了一部分发现里面缺页和错页,还是有点失望!"
TEST_14684,2596.0,PRODUCT_281569,1317916800,很不错哦,"一本不错的听力书哦,读音比较清晰,内容还蛮有趣的,虽然题量有点少了"
TEST_14685,496761.0,PRODUCT_439418,1300723200,耐用不漏水,"买第二个了,很好很强大,但比前一个贵了四五块钱"
TEST_14686,552806.0,PRODUCT_1611,1381420800,"没怎么看,还行的了","教材加训练,谁要我送"
TEST_14687,8780.0,PRODUCT_258779,1333036800,很好的小零食,"最早从同事那里吃到几根,觉得不错,没想到亚马逊上有,就买 了。不太敢在TB上买。快递很给力,因为中午要出门,联系了下快递员,11点20分就送到了。谢谢!"
TEST_14688,62317.0,PRODUCT_207816,1311696000,失望,"看着什么什么书店销量冠军之类的头衔,还以为是本很出色的游记。殊不知,里面拍下的照片丝毫没有引起我想要去的冲动,文字也是一般般而已,简直就是速成,着实给我一种拼凑文字的感觉,先别说有没有共鸣的问题了,最起码的,我都看不出作者想表达什么,流露了什么感情。真的非常失望。搞到我现在想买关于游记的书都三思而后行不敢买了。而且现在还降价了...."
TEST_14689,196891.0,PRODUCT_462797,1341417600,可以。,"喜欢文学的人可以买来看看,质量还是不错的。"
TEST_14690,288527.0,PRODUCT_153876,1335715200,评,"当初是随便买的,大众心理,嗯很奇妙,没事不妨看看"
TEST_14691,1043.0,PRODUCT_316579,1379347200,"应该是正品,但是觉得这个价位有点高!","给宝宝买的,比店里便宜,但是真心来讲,这个价位的拍拍鼓,确实有点高,歌曲也不是很多,功能比较单一吧!"
TEST_14692,30815.0,PRODUCT_490521,1326124800,刚拿到 看了几页,看了几页 觉得还可以 有理论 也有针对问题的训练方法  要是能坚持练 会有些进步吧  关键还得靠自己勤学苦练。
TEST_14693,691052.0,PRODUCT_141018,1286553600,"酒吧背景音乐,没有该乐器的特质,平庸","酒吧背景音乐,没有该乐器的特质,平庸"
TEST_14694,645773.0,PRODUCT_153629,1369238400,"不错,纸张很好,内容还没看","不错,纸张很好,内容还没看不错,纸张很好,内容还没看"
TEST_14695,319114.0,PRODUCT_197108,1362672000,不错!,"不错啊,装订质量各方面都很好。 很厚重一本。"
TEST_14696,159552.0,PRODUCT_63321,1358179200,"产品不错,安装时候出现问题。","产品不错,安装时候出现问题。结果导致水管堵塞,结果弃之不管!"
TEST_14697,559340.0,PRODUCT_80179,1371225600,待机时间挺长的,这块电池虽然是11年生产的。。。好在待机时间还是挺长的。
TEST_14698,75281.0,PRODUCT_495066,1326556800,植物学,"这本书是老师推的书籍其实几天我才拿到,还没有认真翻阅过。但是应该还不错。不过我觉得自己更喜欢看彩页的书"
TEST_14699,443792.0,PRODUCT_486975,1326988800,还好,一般般。。。没有想象中好看
TEST_14700,809719.0,PRODUCT_186111,1380643200,"好书,期待了好久。","书的内容非常好,任何爱书的人都会被老先生的字稿所折服,字如其人,文如其人“独立思考,表里如一”是老先生的真实写照。 亚马逊在配送上还是用心的,硬纸盒包装,里面有充气填充物,收到的书品相非常完整。另外我买这套书的时候,亚马逊的标价是468元,而同期的当当价格是600多,京东是549元,但京东是满200减50。比亚马逊贵了不少。这套书的定价很高,我购此书主要是用作收藏和书法欣赏,我已经有一套《梁漱溟全集》,平时阅读主要是读那套全集。"
TEST_14701,31758.0,PRODUCT_522806,1339516800,我为什么退货,"订货以后关于拉线磅数我咨询了伊吉康客服,得到的答复是22-26磅,我问能不能送线我自己穿?客服说不行,货到了我按了一下拍面,确认至多22磅,意味着我要剪断了重新穿线,花的钱打了水漂。请问买这只拍子的有打22磅以下的吗?现在的穿线机都是数显的,有那么大的误差吗?而且没有发票,直接退货!"
TEST_14702,105387.0,PRODUCT_119094,1369756800,没有想象中好,"我是先借了一本看的,那本书质量什么比这本好,两个放一块显着这本是盗版"
TEST_14703,291991.0,PRODUCT_290703,1367769600,有点小,"包是买镜头送的,质量还不错,就是太小,勉强放下一部单反"
TEST_14704,5729.0,PRODUCT_66128,1361548800,装帧一般,"收到书了,内容还没看呢,但感觉整体的印刷、装帧一般,字体很大,没有阅读的欲望"
TEST_14705,10191.0,PRODUCT_19710,1257609600,纸张切割太差,"居然有一半粘连,要自己用小刀割开,卓越给个说法,是不是盗版书,假一要赔十啊。"
TEST_14706,6385.0,PRODUCT_519825,1347033600,还不错,"书的纸质不错,中华书局确实品质有保障"
TEST_14707,6816.0,PRODUCT_506844,1346774400,"尺幅大,可以看到很多细节的刻画","如题. 虽然书不厚,但内容真心不错.而且尺幅大,可以看到很多细节的刻画. 我很喜欢眼睛部分的效果."
TEST_14708,54215.0,PRODUCT_19845,1290528000,挺好的东东,"正好放在客厅,可以放很多东西,很喜欢"
TEST_14709,878256.0,PRODUCT_109075,1338220800,後天美女養成記評論,"剛剛收到了.快遞速度很快,態度很好.書也好看.贊一個."
TEST_14710,895.0,PRODUCT_266291,1294934400,我认可中公,"中公的服务也不错,打电话去答疑,接待老师很耐心,讲得很明白,这才像正规教育机构的样子,很好很实在。。"
TEST_14711,203713.0,PRODUCT_205019,1310227200,非常像盗版的,"非常像盗版的,装订比较粗糙,不像penguin press 的"
TEST_14712,1060045.0,PRODUCT_463384,1319212800,值得一读,"值得一读,内容丰富,有说服力"
TEST_14713,811632.0,PRODUCT_79839,1372176000,好,比较满意。。。。电容量比较大
TEST_14714,557568.0,PRODUCT_50986,1370793600,很不错的东西,"外观不错,打印效果也很好,打印速度也很快。"
TEST_14715,804397.0,PRODUCT_82729,1201881600,对高分子化学一书的评价,"此书作为教材不失为一本较好的课本,在同类书籍里属于佼佼者。而且书中也有一些供非专业参考的章节,很不错!"
TEST_14716,892154.0,PRODUCT_113344,1338825600,很好,"很好看,喜欢COS的果断入手吧-W-"
TEST_14717,53397.0,PRODUCT_63321,1376755200,挺好的很不错,我觉得听好的还很实惠
TEST_14718,2943.0,PRODUCT_260342,1358784000,正是我要的,"U盘很好,很迷你,放在车上用换档不会碰到。速度也很不错。 亚马逊的快递一直很给力。昨天这个时候买的,现在已经到手了。我在镇上,这个速度确实赞!"
TEST_14719,1372252.0,PRODUCT_428030,1343145600,非常喜欢这套书,"葫芦兄弟这一套书非常好,图片精美,儿子每天要让讲几遍,现在他基本上能够把书上的内容背下来啦。"
TEST_14720,48082.0,PRODUCT_155340,1359388800,亚马逊!,"相机的赠品,没有任何问题。一如既往的支持亚马逊!"
TEST_14721,437957.0,PRODUCT_502981,1349539200,还可以,"简单的故事,但是感觉被评为什么大奖的作品,缺少了一些东西。简单的叙事小说而已,并且很平淡。"
TEST_14722,879297.0,PRODUCT_435200,1258992000,挺好,我觉得挺适合我家孩子的
TEST_14723,690449.0,PRODUCT_410353,1221667200,挺真实的,"很喜欢!婆婆媳妇是无法沟通的,除非忍让。结尾家琪的死令人遗憾。"
TEST_14724,75355.0,PRODUCT_12091,1344528000,字有点少,总的来说字有点少。。。。。练习笔画的时候单个笔画没有范例。。。直接就是整字。。。。联系起来比较麻烦。。。而且字比较少。。。。送过来的后封叶撕了一个口子。。。。懒得退回去了
TEST_14725,58591.0,PRODUCT_480254,1356710400,一本书加三盘录音带,"相当于书的价格,白送三盘录音带,收到货后大喜,价格真好,150-30后等于24元,非常喜欢,亚马逊优惠有力度,不像当当这么多限制。"
TEST_14726,81494.0,PRODUCT_413522,1379260800,"很不错,价钱不贵,夹子也结实。超值哦","东西跟我想象的没什么区别,只是不是木的,只是那种质感的,但夹子很不错,整天OK啦"
TEST_14727,8459.0,PRODUCT_124602,1325088000,。。,"书有稍微的损坏,看着很不舒服"
TEST_14728,345363.0,PRODUCT_421530,1380988800,专业需要,这个是真心不错  看完瞬间就觉得大师就是大师...
TEST_14729,194478.0,PRODUCT_404715,1366128000,唐诗三百首,我实在太喜欢这本书了!
TEST_14730,535699.0,PRODUCT_464451,1325260800,很满意,"纸质精良,版本精装,印刷精细,收藏、送人之精品!"
TEST_14731,615.0,PRODUCT_57902,1383667200,养生很重要,"假日里,常常自己下厨做一些好吃的,但往往会是油腻和高脂肪,这本书的都是些很普通的食材,却可以做出不一样特色和味道!"
TEST_14732,83530.0,PRODUCT_503131,1330531200,"物流给力,东西不错","第一次在亚马逊上买东西,本来物流要星期三到的,结果星期一就到了,湖南创一物流很不错,而且送货上门! 热水器用了2次才来评论的,东西很不错,美的的售后也很及时!就是建议如果居家的话还是要个大点的,因为这个出水实在是太小了!我租别人的房子,考虑到搬家就算了,总体感觉很好!像大家电能有亚马逊这种服务很不错了!"
TEST_14733,603391.0,PRODUCT_318840,1333123200,世界别为我担心,"第一次看到这个名字,就很想买下来,我一直很喜欢几米,他的文字里,总透出一种淡淡的忧伤,无奈。我总能在里面阅读出一种情绪。"
TEST_14734,77947.0,PRODUCT_259808,1286640000,虽然这一本里没有瓶子~,不知三叔能不能在第八本里交代完所有的谜题……
TEST_14735,172972.0,PRODUCT_287334,1274976000,好书,"不错,大师的讲解确实对国学入门者有莫大的帮助"
TEST_14736,82597.0,PRODUCT_169729,1367856000,好书,孩子爱看 我也爱看 准备买入其他三本
TEST_14737,261294.0,PRODUCT_35410,1364659200,老师推荐,"老师推荐的,所以就买来看了,虽说是研究生专用书,但是其实也没有想象的那么深奥"
TEST_14738,517241.0,PRODUCT_138406,1368460800,还行吧,"看着应该是正版,但是感觉纸张真的很薄很脆弱。"
TEST_14739,735594.0,PRODUCT_138107,1355587200,"没测试,拿来直接用了","直接塞相机里用,确实存取照片很快。"
TEST_14740,1249875.0,PRODUCT_328899,1213200000,空之盛夏,"1年多的期待,神作终于要归来了~像去年一样,始终信赖卓越,不要让我们失望"
TEST_14741,750697.0,PRODUCT_56250,1328544000,随身装,"比较小,是属于便携式的吧,怪我自己事先没有看清楚大小"
TEST_14742,2579.0,PRODUCT_241644,1329408000,硕美科,"看了评价,纠结了几天才买的。实物很快就送到了,我觉得还可以啊,偶尔在家里用酷歌K歌,这个价格,值了。"
TEST_14743,1433.0,PRODUCT_325676,1323878400,彻底···,看时痛快并痛苦着·······
TEST_14744,97808.0,PRODUCT_247884,1365523200,非常好,"帮朋友买的,他很喜欢,发货也很快,给个好评吧"
TEST_14745,6053.0,PRODUCT_202648,1337270400,和想象不一样,"和想象不一样,还没看完"
TEST_14746,3538.0,PRODUCT_290622,1358092800,解析很好!,解析很好!还有赠送往年MBA的真题!
TEST_14747,243007.0,PRODUCT_505745,1240934400,很好,"对于中级的英语学习者比较适用,还没仔细看,只是翻了翻,但是也觉得好"
TEST_14748,212951.0,PRODUCT_79566,1368374400,便宜没好货,感觉坐着真是不得劲儿。。怪不得便宜呢。。
TEST_14749,2596.0,PRODUCT_200326,1347897600,上当了,"不是小说,全是一小篇一小篇真人记实,不好看"
TEST_14750,33962.0,PRODUCT_470546,1315756800,音质不错,"耳机音质不错,感觉佩戴很舒服。。。唯独不满的是线的一小块在包装里被压得都扁了。 色彩很好,女生用着很好。"
TEST_14751,46725.0,PRODUCT_17769,1365091200,好,总体来说很满意 不觉得有什么意见 就是价格偏高
TEST_14752,1223417.0,PRODUCT_310199,1283857759,原来是软皮的。。。,"内容没有错,就是包装换了,书上有点小瑕疵,希望下次不会再出现这样的情况了。"
TEST_14753,97968.0,PRODUCT_241391,1334419200,最后的结局不是很喜欢,"戴恩死的太仓促,拉尔夫怎么会不明白梅吉呢,怎么会看不到戴恩是他的儿子呢..弗兰克这一生 很悲哀.. 觉得能在德罗海达生活是一件很纯粹的事 感觉很安静的人生.. 很讨厌卢克,不明白怎么会有这样的人存在,一开始那么温柔,就知道他肯定不怀好心,想不到他竟然这样对梅吉。不过他也是很悲哀的,梅吉已经说了是离开他了,他还是装作没发生过一样的写信。 雷纳真的对朱思婷很好,等了她那么久.."
TEST_14754,33780.0,PRODUCT_365982,1330617600,好看,"女儿很喜欢,还会在这购书。"
TEST_14755,318717.0,PRODUCT_369972,1359043200,第一次买英语教程,"这个教程还有点创意,值得好好专研"
TEST_14756,1039203.0,PRODUCT_188789,1331913600,太搞笑了,评论的大多数都没买过这个产品(否则评论用户名下面会有“购买过此商品”这几个字的) 都在那YY哪?
TEST_14757,814028.0,PRODUCT_80777,1362499200,不错  的,内容很好民法书 速度很快
TEST_14758,28941.0,PRODUCT_416725,1385136000,手机有点宽 手指够着费劲,设置手机自动关机 每次关机的时候都响来没完。设置了关机音乐是静音 也不好用。本来自动关机就是晚上11点多 响起来半天特别讨厌
TEST_14759,417462.0,PRODUCT_410921,1296057600,物有所值,"非常好,款式很适合男朋友,成熟中不会中规中矩,还有点时尚元素"
TEST_14760,694767.0,PRODUCT_36869,1317052800,变形金刚,"好不容易把锅盼来了,可锅的上部缺凹下去了,整一个变形金刚!!!"
TEST_14761,42195.0,PRODUCT_93965,1261065600,请把该头的信息补充详细,"详细的说明,这样便于新客户了解和购买,我是做专业的,但很多新朋友不了解,你们应该作的细致些,做为老客户希望你们做的更好,这也是你们的期望呀.最好有你们的人在网上负责客户的咨询.便于沟通和购买,但一定要专业点,别不清楚乱说,专业性很强,如果我有时间,可以做你们的相关顾问"
TEST_14762,247.0,PRODUCT_152023,1371744000,是全本,"廉价...刺鼻味,买来看的不是收藏的"
TEST_14763,7275.0,PRODUCT_524409,1368720000,有待进一步使用再看,"喜欢它的灵巧,但是刚购买,很难给予太多评价。"
TEST_14764,700930.0,PRODUCT_39111,1373731200,很好1,"除了封面脏了一点点,其他很好,送货非常快!"
TEST_14765,144771.0,PRODUCT_311793,1337616000,还行,"没用多久,但是觉得还行吧"
TEST_14766,40307.0,PRODUCT_275376,1381334400,说的话比较笼统和大概念,"自己的时间和生活看来只有自己能够掌控,你想靠一本书来完全掌控?省点力,省点钱吧。"
TEST_14767,1220036.0,PRODUCT_307334,1335542400,很实用的一本书,"很适合小本生意创业的人,很实在的一本书,没什么多余的东西。"
TEST_14768,42924.0,PRODUCT_136386,1378828800,图画很吸引小孩,对小孩的想象力有帮助。
TEST_14769,84563.0,PRODUCT_503466,1305129600,满意,"这是我第一次在卓越买东西,感到购物程序很好,商品货真价实,送货及时。"
TEST_14770,598151.0,PRODUCT_262043,1384012800,个人觉得很好用,"可以说物美价廉,相同的质量,比起其他要便宜"
TEST_14771,52323.0,PRODUCT_305831,1355414400,挺好的,"没感觉到有预期的那种音乐视听效果,不过还可以!!!"
TEST_14772,11665.0,PRODUCT_324506,1347897600,很不错,"味道很不错哦,越吃越好。送给同学和老师,他们都很喜欢"
TEST_14773,251992.0,PRODUCT_466032,1378483200,值得一看,很好看的一本书  值得一看
TEST_14774,274355.0,PRODUCT_463957,1355932800,购书感受,"因为我想考博,这本书是东大会计学专业的指定教材,我去校园书店买,没有,说至少6本才能上货,让我到网上看看。我在网上搜了一阵,发现没有我想要的书,到亚马逊试试,真有,而且还支持货到付款,很快就送到了,很方便,我很满意。我告诉了我的同学和同事,推荐他们也上这个网站。"
TEST_14775,83775.0,PRODUCT_65226,1325260800,是正版,印刷质量不错 是正版书籍 开卷考试本来打算用的 可是PPT就全搞定了 书都没用到
TEST_14776,20408.0,PRODUCT_181560,1340553600,不错的书!,不错的书!很有帮助!
TEST_14777,415278.0,PRODUCT_368512,1238774400,小朋友,"买了送给我家的小朋友,我先听了一变,不错"
TEST_14778,1326256.0,PRODUCT_388997,1349625600,很好,"收到了,这个包挺合适的,跟我的ipad正好"
TEST_14779,893511.0,PRODUCT_114095,1330099200,总的来说还可以,"例子还不错,就是书的味道太浓,看的时候被熏到,很不舒服"
TEST_14780,41679.0,PRODUCT_267656,1365523200,"很不错,赞一个,","用了好久了,半年多些的样子。速度还算得上可以,应该是很可以,之前的老电脑去读写速度都不是太理想,换了个新电脑后速度那是相当的快,用了这么久也没怎么用多大的声音。很不错。不错包装太简陋了,之前拍的有照片准备晒单的,我比较懒也没有晒,这个真心不错。"
TEST_14781,1397834.0,PRODUCT_449323,1248537600,宝宝挺喜欢,"虽然和我当初想像的不一样,但宝宝喜欢就好!"
TEST_14782,97261.0,PRODUCT_32276,1335283200,非常不错,"我用过很多款香水,这个香水是我比较喜欢的,还有巴宝莉的粉红恋歌也不错,可能是我比较喜欢花果香调的原因吧。这款香水给人很特别的感觉,甜美又略带优雅,比较适合年青一点的女孩。在卓越上买东西买惯了,都不爱去京东上逛了。(不是打广告)这里东西的质量值得信赖。"
TEST_14783,196766.0,PRODUCT_50106,1325001600,稍稍不满,尺码比正常品牌的偏小
TEST_14784,7515.0,PRODUCT_82177,1332691200,刷算,"书很比想象中的厚大概要三四厘米的样子,不过拿在手里很轻。 字有些小了,总体不错"
TEST_14785,1009773.0,PRODUCT_173188,1351699200,"包装质量不怎样,感觉不像正版","不知道是不是出版社的问题,总之这本书看着很像盗版的,装订的不大好。 内容还木有看,应该不错吧。"
TEST_14786,1041169.0,PRODUCT_189601,1318867200,可用空间只有14.7G,"整体可以接受,16G的实际可用空间只有14.7G,不满意,内置软件需要暂用我1G多的内存觉得有点亏。速度嘛一般般,不快。"
TEST_14787,533697.0,PRODUCT_447502,1344614400,不错,"介绍全面,简单易读,有较高的欣赏价值"
TEST_14788,1371662.0,PRODUCT_427473,1243612800,大视野下的叙述,"朱水涌先生曾经是比较文学出身,因此这本书正如标题所言,有着广阔的视野,将中国现当代文学纳入到世界文学这一宏大视域下,力图与主流的西方文学进行对话,要“阐明它们与世界文学格局和世界发展形势的不可分割”,采用这种研究背景,其实是很符合现当代文学的学科本质,这一学科就是在西方启蒙话语影响下兴起,却又无法割断,也不能割断中国传统文学的骨血遗传,在“化欧”、“化古”之间,艰难求索。朱先生的这部著作,既看到了文学的全球化背景,又不失中国文学自身的生命逻辑。"
TEST_14789,426442.0,PRODUCT_482039,1299513600,"正版,如果音符再大一些,就完美了。","正版,如果音符再大一些,就完美了。"
TEST_14790,2348.0,PRODUCT_449111,1317744000,好评,"原先担心纸张的质量不好,到手发现纸张还不错。非常超值的一本书!"
TEST_14791,72414.0,PRODUCT_388511,1368633600,冰箱大小合适,质量很好。静音效果也不错。品牌货就是好。
TEST_14792,1088800.0,PRODUCT_282646,1382198400,这是一部关于跑步的书籍!,"准确的说这是一部关于跑步和写作的书籍,书中村上大量的还原了自己平时是怎样写作的,以及在自己开始写第一部小说的时候是怎样的一种状态。 还有,喜欢每天坚持跑步的人我强烈推荐他们好好看看这本书,能学到的不仅仅是长期跑步的技巧,还能在村上的文字和思想中获得一种莫名的“身同感受”,可惜,在今年夏天我就坚持长跑了两个星期便放弃了,说来也正是在看完这本书之后的事情,这个、、、主要的原因在于我自己,我不想给自己找到能欺骗自己的借口,总之,书很不错,内容更是没得说。只不过可惜2013年的诺贝尔文学奖依然没有属于村上春树这个人。"
TEST_14793,74550.0,PRODUCT_136532,1281801600,印刷有点问题,"因为价格降了一点就兴冲冲的买了,以为人民文学出版社的印刷会精美点,打开来一看,字都是往上歪的,虽然不是很明显,但就是不舒服。"
