数据ID,用户ID,商品ID,评论时间戳,评论标题,评论内容,评分
TRAIN_25952,2659.0,PRODUCT_456345,1370275200,内容不错,"帮朋友买的,内容不错啦",5.0
TRAIN_25953,881733.0,PRODUCT_108050,1378396800,很好,"很好 不过偶尔有点印刷错误,不过不影响的",5.0
TRAIN_25954,75284.0,PRODUCT_248723,1361980800,儿子很喜欢吃,"孩子很喜欢,我个人的感受是太甜了",5.0
TRAIN_25955,1071291.0,PRODUCT_207598,1329235200,挺好的,很上色...配套也很齐全...就是因为第一次染所以不是很均匀...但还不错...下次继续买...,4.0
TRAIN_25956,45942.0,PRODUCT_504506,1369929600,很好,"卖给老年人用的,一开始因为不会使用还以为是有问题的,要求换货了,亚马逊售后服务一流,立刻上门为我更换了一台新的。现在使用很好。",5.0
TRAIN_25957,1248.0,PRODUCT_410180,1363276800,史诗级的精品,"作者直接借鉴了大量的中文第一手档案,有的是比较鲜为人知的。在评价人方面尽最大可能去保证公正性和摒弃偏见。对于任何摆事实的叙述,都致力找到相当可靠和经过推敲的史料。体现了一本传记著作的客观,精细,准确和严谨。书中还展示了一些珍贵的照片,辅以细腻的纸张和印刷,阅读起来如同触摸到历史的严肃和厚重,非常享受。",5.0
TRAIN_25958,37462.0,PRODUCT_460369,1376323200,复习考研的法宝,"书是正版的,很好,就是有点破皮,粘一下就好了,一定好好利用!",4.0
TRAIN_25959,35510.0,PRODUCT_395336,1339776000,很喜欢,"很喜欢,最喜欢小小姐的书了,鬼鬼姐,挺你",5.0
TRAIN_25960,1337245.0,PRODUCT_398904,1207152000,杰出的流年(,"支持小杰,支持卓越。",5.0
TRAIN_25961,429178.0,PRODUCT_482786,1325433600,宝贝不错,"宝贝质量不错,买到书后看到网上评价不好,说是买回的书中有缺页划痕,还担心了半天,我买到的还没发现,书也很新,比较满意。",4.0
TRAIN_25962,187601.0,PRODUCT_276757,1373817600,老早买的了,"唉,丢了给……伤心事。不过不愧为当年的机皇",5.0
TRAIN_25963,509754.0,PRODUCT_130282,1338393600,不错,"挺不错,就是书皮有点皱",4.0
TRAIN_25964,156780.0,PRODUCT_259970,1371398400,礼物,"送人生日的礼物,很不错",5.0
TRAIN_25965,109852.0,PRODUCT_15611,1338134400,还行!,"等了11天,3799购入,现虽又降为3688,这也是11天下订单时不能预料的事儿。在此温馨提醒一下,福州飞远速递公司,我是亚马逊老客户了,自然不会投诉,但犯了错还是勇于承认的好,然后改之,这也是公司做大的必要条件!瞒天过海反而会让看穿的客户气愤的噢!总之对手机还算满意。",5.0
TRAIN_25966,39877.0,PRODUCT_522422,1338307200,很不错,"送货很快,能充四次,很方便,接头很全。",5.0
TRAIN_25967,446520.0,PRODUCT_387650,1367510400,宝宝最爱听的睡前故事?365夜好故事:夏(注音版),"该书不错,适合晚上睡前每天读几个小故事,日积月累,孩子会自己拿着书看,一看还能看好久,好像真的能看懂一样。 值得购买。",5.0
TRAIN_25968,132637.0,PRODUCT_381979,1347206400,做工上和外观上都符合预期,"做工比较精致,特别是一些细节也是如此。平时主要是用来冲普洱茶,700ML容量的体积没有自己想像中那么大,如果平时三四个人一起喝茶聊天的话,怕是不够,两个人的份量就差不多了。除了价格上有点小贵,其它都问题!",5.0
TRAIN_25969,19816.0,PRODUCT_43387,1298736000,喷头为什么要这么大呢!,"这次的速度满意,苦瓜水也是第一次买,感觉没什么味道,不加香精好。就是喷头真的好大出来是直线的。",3.0
TRAIN_25970,599055.0,PRODUCT_262673,1327420800,好书!,这是一本好书 品德的力量!@,5.0
TRAIN_25971,2544.0,PRODUCT_42018,1247932800,柏杨呕心沥血之作,"堪称经典,印刷质量、纸张均可。 但美中不足: 1、有个别错别字 2、语言太通俗,“某人老哥”等等",4.0
TRAIN_25972,1223931.0,PRODUCT_310492,1381075200,"光盘配得不对呀,怎么学!!!!!!","光盘配得不对呀,怎么学!!!!!!",1.0
TRAIN_25973,259987.0,PRODUCT_224526,1374163200,嘻嘻,大爱啦  作为盗粉必读~~,5.0
TRAIN_25974,873321.0,PRODUCT_124644,1265126400,不会被局限住的,"昨天熬夜在又哭又笑中把书看完,有感动的哭,有悲伤的哭。那么真实,那么动人。 后来看到桐大在采访中说:我觉得真正的作家是不应该被风格或者题材局促住的,比如,我看鲁迅的散文,和看他的短篇小说,会觉得太截然不同了。再比如美国的斯蒂芬金,他可以写出肖申克救赎这样直击心灵的作品,也可以写出完全娱乐化,恐怖血腥的迷雾。大作家的写作生命很长,在不同的人生阶段,他们会有不同的感悟,再把这种感悟传达出来。 真感动。桐大你也好好写,加油把不同的感悟表达给我们吧~~",5.0
TRAIN_25975,768124.0,PRODUCT_62479,1332691200,价廉物美,"东西不错,便宜量大,挺好",5.0
TRAIN_25976,40163.0,PRODUCT_170799,1350835200,恩恩,"没什么好说的,就是教材。谁都可以用。",4.0
TRAIN_25977,234607.0,PRODUCT_91624,1346947200,书不错,"这本书挺不错的,很实惠,包装挺好!值得大家去阅读!",5.0
TRAIN_25978,407884.0,PRODUCT_108865,1353513600,发货速度快,正直阅读中  希望有所收获。。。。,4.0
TRAIN_25979,15509.0,PRODUCT_91680,1332345600,满意,"发货速度很快,我没有想到发货速度会这么快。前天晚上11点多定的第二天早上就到了。东西检查一下。很满意。不过相机实体颜色和图片显示的不一样。不是纯白色而是乳白色。我想应该不会是旧的。也许是图片拍照亮度问题。不过总体来说还是很满意的。",5.0
TRAIN_25980,32438.0,PRODUCT_41942,1357747200,纸张有些差,"这本没在书店里看过,所以也不知道是不是真的正版,纸很糙,但是想来亚马逊应该也不会卖盗版吧,,, 内容的话没得说,强烈推荐!",4.0
TRAIN_25981,60839.0,PRODUCT_285553,1276704000,太棒了!,第一本书就那么有吸引力~迫切等待第二本!,5.0
TRAIN_25982,275875.0,PRODUCT_422264,1328371200,大爱,"这套书一直追着,果断买下,收藏!",5.0
TRAIN_25983,563.0,PRODUCT_74641,1385740800,一般,"这本书的内容我很喜欢,但书的质感实在太薄了,配不上它 的内容",2.0
TRAIN_25984,560563.0,PRODUCT_518381,1365609600,质量低于预期,"很多内容都是泛泛而谈,每个章节只是寥寥数页,只能够让你对一些内容有些初步的了解,后续的还需要你查找资料,总体来说,这本书对不起这个价格...不建议购买",2.0
TRAIN_25985,166976.0,PRODUCT_61725,1384358400,"齐全,六级必备","就算六级有改革,但把这些题目慢慢做熟也以及已经很不错了~~~~帮助很大~~~~~~",5.0
TRAIN_25986,78406.0,PRODUCT_41772,1380556800,不错,"与期望的一样好,质量还好",4.0
TRAIN_25987,21089.0,PRODUCT_277579,1239120000,挺好的,"陕师大版的还是挺让人放心的。内容就不多说了,大师经典作品。这个版本的包装确实好,价格也挺合适,值得收藏!",5.0
TRAIN_25988,459234.0,PRODUCT_42372,1303747200,这个出版社定价太离谱!,"才1200页,就定位148元,真是漫天要价啊!里面的文章不是沈志华一人所写,多个人的论文合集。另外几乎每页下面均有几行俄文脚注,占据了大量纸张,一点也看不懂,就更不值这个价格了! 这个出版社真是宰人呢。70元以上不推荐购买!",4.0
TRAIN_25989,131238.0,PRODUCT_464028,1366387200,统考必备,"书还行,只是有些像盗版。",4.0
TRAIN_25990,1126419.0,PRODUCT_242793,1328025600,年后第一本书,"周日买的,周一就到了。速度很快。包装也很仔细,最近在免邮活动,非常的划算。各方面都体现了Amazon的品质。",4.0
TRAIN_25991,28924.0,PRODUCT_458918,1330444800,非常好,"果然是很超值的一本书,印刷和纸质都非常好.鲁迅久违了.",5.0
TRAIN_25992,112897.0,PRODUCT_242877,1375027200,"有插图,一目了然","书中有很多插图,搭配的很直接。",5.0
TRAIN_25993,8038.0,PRODUCT_459095,1375804800,还好吧,"送给父亲的,希望它好用点,但是看网上的评论说它刮得不干净啊!",4.0
TRAIN_25994,352446.0,PRODUCT_291053,1359475200,還沒正式使用,信號的確比電信送的貓強多了!,4.0
TRAIN_25995,1242089.0,PRODUCT_323185,1273593600,评分表,怎么创造力没有评分表啊?还有怎么没有关于音乐方面的职业啊!!,3.0
TRAIN_25996,13234.0,PRODUCT_323055,1342108800,喜欢,"作为生日礼物送给小朋友的,她很喜欢,经常可以看见捧着书笑嘻嘻的。",5.0
TRAIN_25997,449376.0,PRODUCT_415134,1337529600,还行,"个人感觉还不错,不错教我打鼓的老师说这书印刷错误有不少。。",4.0
TRAIN_25998,18973.0,PRODUCT_241192,1379779200,效果价格,非常满意 很实惠  并且音效很好,5.0
TRAIN_25999,851852.0,PRODUCT_421611,1259510400,包装评论,"06年第一次买亚马逊的书,书的质量不错,包装更是好,由此对它产生了非常好的印象。   但是近两次买书,却连续两次被包装雷倒。他们仅仅将书装进塑料袋中,里面什么包装也没用,什么保护也没有。我不知道运送公司是怎么为客户服务的,难道运送仅仅就是把东西送到,任由它被蹂躏得千疮百孔?卓越亚马逊为什么不换配送公司?我想卓越网能做到这么大,这么简单的道理肯定明白,但是为什么还是这样?   真心希望卓越网能改进,不仅能卖好的产品,也能卖好的服务,这样,不是长久的生存之道么?",4.0
TRAIN_26000,44058.0,PRODUCT_255643,1368028800,"挺好的,值这个价钱,够用。","比较推荐,不是完美的,但是已经足够用了。",4.0
TRAIN_26001,293591.0,PRODUCT_423925,1318262400,卓越坑爹,"文章当然是好的。。但首先中华书局“笔记”这一系列中,这本纸质是最差的,非常薄,反面的字看得清清楚楚。 然后就是卓越的问题了。这书有4、5页的纸是烂的,已经影响到阅读了,甚至有一页基本看不了。。而且从外面看就十分明显。但是卓越还是发给了我 可能就是想碰到我这种懒人吧。。懒得寄回去换啊 但是要吐槽一下",1.0
TRAIN_26002,1189.0,PRODUCT_226495,1377446400,上一年语文课不如读一本生死疲劳,生死疲劳 展现了文字之绝妙 长篇小说之恢宏壮观 展现了没有人权的一群人的凄惨生活,5.0
TRAIN_26003,667381.0,PRODUCT_26824,1379001600,Bear小熊,"不错,能自动断电。使用中,外出旅游方便。",5.0
TRAIN_26004,399083.0,PRODUCT_475853,1367596800,"是正品,值得推荐","之前在某商城购买的是假的,这次从亚马逊定的货是正品,值得推荐,气味不错",5.0
TRAIN_26005,858095.0,PRODUCT_125722,1335974400,不错,还不错 用着挺舒服的 帮舍友也买了一个,4.0
TRAIN_26006,352279.0,PRODUCT_190678,1379606400,dk的百科书都很好,"dk的百科系列都很好,就是要买全了得花不少银子。先挑我娃感兴趣的买了。",5.0
TRAIN_26007,620887.0,PRODUCT_120462,1366560000,好书,图片清晰。拍的不错。,4.0
TRAIN_26008,74223.0,PRODUCT_225255,1306252800,还行吧~~,"说实话,感情的事是不能指望一本两本书就轻松搞定的!那这世上岂不是都可以完美幸福了。。。。 只能稍微借鉴着,学一点吧!!比如怎样保存自己的尊严,怎样揣摩男人的心理,这样可以把男女之战打得更有准备一些!呵呵~~~所以还是值得一读啦~",5.0
TRAIN_26009,50545.0,PRODUCT_518272,1376236800,书很好,"装订精细,去书店查过,是正品",5.0
TRAIN_26010,127254.0,PRODUCT_170340,1363276800,名著,给朋友买的 质量不错~,5.0
TRAIN_26011,33494.0,PRODUCT_433988,1293120000,就为宪哥而买。,"粉丝飘过,前两天在卓越上看到宪哥的新书,赶紧抢了一本,收藏之。",5.0
TRAIN_26012,393859.0,PRODUCT_523615,1373299200,送给老爸的生日礼物,"物流比预计到达还早了一天,下单后马上预约了海尔师傅上门安装,只额外收了打孔的费用!制冷很有力道,整个购物过程很舒心!",5.0
TRAIN_26013,79850.0,PRODUCT_499099,1355932800,还行吧,"刚开始用效果挺好,现在一般了",5.0
TRAIN_26014,148538.0,PRODUCT_311963,1346342400,很好,书的质量很好。适合小朋友看。,5.0
TRAIN_26015,82003.0,PRODUCT_520861,1281456000,"挺值,很喜欢","玉的色泽不错,略微白色透明,比就像一块绿色塑料的地摊货好多了,包装里面包括2条绳子,啡色的一条已经穿好的和一条红色的。 包装里面带有“中工商联珠宝检测中心”的“宝玉石鉴定证书”,登录官方网站可以查询到信息。应该是正品。 总的来说,80元还是挺值的,很喜欢。 我玩玉不多,不算玩家,以上仅代表个人观点,供参考。",4.0
TRAIN_26016,320005.0,PRODUCT_446492,1302624000,如题,"收到书的时候有点意外,比想像中好,很满意,不过书不是正版的,里边的单词有少许错误,想到才七块钱,心里便觉得平衡了",4.0
TRAIN_26017,166016.0,PRODUCT_172980,1377532800,完美屏 做工不错 接口微坑,"无dvi接口,有个HDMI接口但是会觉得比DVI好点么? 下方有点漏光",4.0
TRAIN_26018,17793.0,PRODUCT_419246,1353686400,好书!,"这似乎是一本引进版权的书。原版书亚马逊上也见过,但是应该很贵,所以没下手。这样的书籍,引进版权,是读者的福音啊。价格虽然小贵,但是赶上活动购入的,根本不看打几折,绝对合适! 正方形的开本,应该是和原版大小差不多。印刷质量很不错。四个美国国家地理的摄影师的作品,很多是黑白作品。作品很经典。虽然很多没看过,但是确实是很棒的片子。多看看这样的作品,才有助于提高欣赏能力和审美水准。者必看什么秘籍、方法一类的垃圾强多了。",5.0
TRAIN_26019,29349.0,PRODUCT_409428,1351440000,"虽然丧尸爆发很扯,不过有些技能还是用得到的","插图略坑爹,不过内容还可以,主要还是因为中文版实在是太坑爹了,所以只能买英文版。 虽然丧尸病毒爆发什么的很扯,不过有些技能还是用得到的,只是被基友吐槽,看这个还不如看美军的野外生存教科书。 另:文章结尾我大天朝中枪两次。",4.0
TRAIN_26020,252960.0,PRODUCT_452236,1337184000,单反相机,"总的来说还可以,新手可以拿来学习学习,自身感觉就是镜头不怎么够用",4.0
TRAIN_26021,766448.0,PRODUCT_120346,1299254400,很好!很强大!,"我是个雷蛇迷··这鼠标用的很好!我很喜欢! 3号晚上10点下的单!5号早上10点就到了! 去官网查了序列号,是正品行货!很好! 很满意!",5.0
TRAIN_26022,9786.0,PRODUCT_275991,1315238400,六角丛书,经典之作~ 质量不错!,5.0
TRAIN_26023,95371.0,PRODUCT_506510,1369670400,还可以,喜欢第一部!电影快点出来吧!,4.0
TRAIN_26024,118741.0,PRODUCT_65500,1380384000,质量很好,"质量很好,画得很不错。只是价格偏贵,我买的时候是45.2元,现在降价了。亏!",4.0
TRAIN_26025,178638.0,PRODUCT_180423,1379088000,还不错,"挺好的,不知道以后质量怎么样",5.0
TRAIN_26026,1404331.0,PRODUCT_454092,1338566400,差,"纸张参差不齐,装订非常差。",2.0
TRAIN_26027,203566.0,PRODUCT_374095,1371225600,不错,读者很不错 嘿嘿 免费的,5.0
TRAIN_26028,166158.0,PRODUCT_60059,1377532800,喜欢,"灯很漂亮,只是关不了夜里有点吓人。。。。声效很好很广,之前忘记调音量吓了我一跳,怎么说呢,在学校用很不错,宿舍有点吵的时候带着它基本上听不到杂音了,在家里用我的音量都是放到最低的",5.0
TRAIN_26029,2762.0,PRODUCT_458798,1333468800,很差,"不像正版书,字体小,纸质差.应该不是正宗""商务印书馆""的书,有可能是山寨的.2011年8月才第一版印刷,肯定有问题,大家不要再上当了.",1.0
TRAIN_26030,211185.0,PRODUCT_200045,1319126400,很好,送朋友的 他说很好用!,5.0
TRAIN_26031,158767.0,PRODUCT_352203,1269360000,帮同学买的,如题。 质量很好。,3.0
TRAIN_26032,16366.0,PRODUCT_343014,1351440000,简单易懂,"应该是正版书。看了下,图文并茂,相对其他一上来就感觉很复杂的VBA的书来说,这本书感觉比较循序渐进。希望自己可以学会~",5.0
TRAIN_26033,566420.0,PRODUCT_404151,1382976000,好,"和电影同步看的,非常好",5.0
TRAIN_26034,773903.0,PRODUCT_65155,1375113600,喜欢,"八九年前看过了点只是没看完。很喜欢这本书,现在看来和以前有点不一样了。感觉自己现在的心情不同了。纸张一般,有点粗糙也就值这个价了",5.0
TRAIN_26035,83217.0,PRODUCT_334955,1263484800,嗯,"本想着看看小说的特点能感悟一些小说技巧和艺术,但是显然这个更学术更适合做文学研究,没有细看,不过鲁爷爷出品应该是有保障的吧",4.0
TRAIN_26036,16223.0,PRODUCT_171194,1363708800,好书,"离歌一直经典,图册很喜欢,文字很不错,",5.0
TRAIN_26037,2498.0,PRODUCT_91503,1313596800,物有所值,"物有所值,质量很好,安装简单",3.0
TRAIN_26038,453059.0,PRODUCT_388319,1385568000,满意,"功夫茶茶具,收到货后感觉不错。用过一次以后,洗杯子时发现有一只夹层进水,不能用了。",4.0
TRAIN_26039,168813.0,PRODUCT_262757,1378569600,一般般,"试题排版不合理,问题完了就是答案,一眼就瞅见了。",3.0
TRAIN_26040,564236.0,PRODUCT_105453,1325606400,值得推荐,"东西不错,价格比淘宝的实惠,送货非常及时,各种满意~",5.0
TRAIN_26041,365876.0,PRODUCT_204174,1302278400,"白买了,看不懂。","书的内容排序有问题,而且举例和文法对应不上,讲平仄的时候列举了些文字做例子,可四个声部也看不出怎么个对应,讲解不具体,很难体会平仄的区别。不适合小白入门学习。鉴定完毕。",2.0
TRAIN_26042,536289.0,PRODUCT_86266,1374163200,精装,"书纸张和印刷都很好,之前看有评论说到错别字问题,我看了大部分了觉得有些白字是哪个年代特有的一种现象,应该不属于错别字的问题。另外,快递也很给力,服务态度很好。好评!",5.0
TRAIN_26043,906570.0,PRODUCT_119998,1320076800,出口货物退税操作等,"帮朋友买的,应该挺实用的。",4.0
TRAIN_26044,87848.0,PRODUCT_327759,1194278400,应该是陆景冈,"同名的书作者是陆景冈,非陈景风",4.0
TRAIN_26045,833871.0,PRODUCT_171578,1321027200,在游戏中进行科学认知,"我们社长推荐的,给几岁小娃娃看的书。 外国人比较棒的地方在于,能用日常好找的一些小玩意来进行辅助,帮助孩子在玩中游戏里认知科学知识。",5.0
TRAIN_26046,17437.0,PRODUCT_218031,1352908800,还不错,"还不错,值得深思。可以了解,但是不要照搬。",3.0
TRAIN_26047,247302.0,PRODUCT_203370,1335196800,很考验思维的转换能力~,不是太推荐 但书的质量还是没有问题!,4.0
TRAIN_26048,313884.0,PRODUCT_332935,1358092800,花季雨季,内容很精彩。。。。。,4.0
TRAIN_26049,1312493.0,PRODUCT_377626,1375372800,值得一看,内容全面。值得一看。,4.0
TRAIN_26050,26114.0,PRODUCT_387340,1373040000,"主板今天刚修好,内存条用着不错,速度够","主板今天刚修好,内存条用着不错,速度够",5.0
TRAIN_26051,493242.0,PRODUCT_190024,1344614400,感觉不错,"质量过关,进阶的游戏规则感觉有的有些硬伤,不过可以找度娘解决,玩的时候人数要求苛刻了些…………实在人少的话,可以单纯杀人游戏玩。",4.0
TRAIN_26052,35388.0,PRODUCT_283467,1366214400,"非常喜欢,强烈推荐。","非常喜欢,强烈推荐。",5.0
TRAIN_26053,230849.0,PRODUCT_249718,1353513600,用起来还行!,"比较轻,开合简单,感觉是全塑料。还行!",4.0
TRAIN_26054,1033438.0,PRODUCT_185084,1372867200,不错,"比较大,够用,不够精致",4.0
TRAIN_26055,135660.0,PRODUCT_250541,1349625600,值得,"很不错的选择,就是内容太少了,",4.0
TRAIN_26056,947672.0,PRODUCT_151187,1370966400,很不错的高考复习书,"拿到书拆开包装,比自己预想的要棒好多,有例题可以进行讲解思考,对于基础底子薄弱的同学是很不错的一本书,每天做一节,日积月累会很好多,虽然纸的颜色有点偏牛皮纸的颜色,但是纸的质量特别不错,很喜欢,推荐",5.0
TRAIN_26057,185058.0,PRODUCT_92603,1318694400,不错,"14寸大小正合适,膜是挺薄的,手感不错",4.0
TRAIN_26058,770667.0,PRODUCT_63328,1246636800,好吧,书还行吧  每个人都认每个的只是需要和出发点,3.0
TRAIN_26059,396137.0,PRODUCT_463427,1358438400,电动剃须刀,剃须刀很好用 非常喜欢 很满意,5.0
TRAIN_26060,679064.0,PRODUCT_202549,1348934400,最爱的大时代、、,很好的一本书、对于那个时代、那些嬉皮士的描写非常细致、喜欢披头士和6070年代的人可以看看、、、,5.0
TRAIN_26061,65353.0,PRODUCT_202194,1326470400,"书本厚实,支持多年了!","相当满意的内容,价钱也公道的,强烈支持!",5.0
TRAIN_26062,597449.0,PRODUCT_448389,1367164800,囤货中……,"很贴心,有好几张温馨提示,比买的其他图书都细致,卡片也不错……",5.0
TRAIN_26063,235130.0,PRODUCT_110998,1383926400,不一样就是不一样,"不仅仅是外观更美了,速度变化也不小,喜欢。",5.0
TRAIN_26064,5860.0,PRODUCT_428344,1328457600,值得一看,"字里行间洋洒着作者对生活的热爱,对知识孜孜不倦的追求,对师长的尊重思念……没有华丽的辞藻,平铺直叙如同一位老人在唠家常,娓娓道来……",5.0
TRAIN_26065,782174.0,PRODUCT_342934,1348070400,"写的很好,很有意思。","读起来很轻松,很有意思的一本书。",4.0
TRAIN_26066,317638.0,PRODUCT_429168,1366128000,略猎奇,"韩少的小说总是让我觉得有点蛇尾,不过内容还是不错滴~",5.0
TRAIN_26067,1129584.0,PRODUCT_244961,1386086400,很好,非常不错的小Y很喜欢,5.0
TRAIN_26068,449318.0,PRODUCT_319473,1338393600,专八,"应该还行吧,我还没做呢。",4.0
TRAIN_26069,7281.0,PRODUCT_383900,1359993600,蛮好看的,"样子还可以,长款的,颜色也蛮亮,就是里面粉色的环掉出来了。。 跟外面那个环扣得不是很紧,看是要用胶水粘还是怎么样了。。",4.0
TRAIN_26070,26990.0,PRODUCT_237878,1377100800,我想说,"这本书,准确的来说,我很失望,它的纸质让我对它的质量产生了怀疑,卓越亚马逊,要对得起自己的品牌!",1.0
TRAIN_26071,42173.0,PRODUCT_509640,1369670400,99买的实惠好用的音箱,音质不错 尤其低音 超值~~,5.0
TRAIN_26072,379380.0,PRODUCT_457059,1363968000,很好,"书的质量很好,很新,我很满意",5.0
TRAIN_26073,438743.0,PRODUCT_354152,1299686400,这本书非常棒,"以前也接触过相关题材的书籍,但是都没有这一本写的如此透彻,很喜欢,爱不释手。在卓越订购这本书的时候,正是我在跟个人情感闹翻的时候,我的生活乱成一团。很庆幸,能够在尽早的时间拿到这本书,仔细阅读,受益匪浅。",5.0
TRAIN_26074,661624.0,PRODUCT_105895,1327939200,hao,"内容较为全面深刻,较为经典",5.0
TRAIN_26075,748886.0,PRODUCT_404726,1304611200,"不是可以免费赠一本,怎么赠不了","不是满99赠一本,我按照那个步骤做的 到最后输入代码的时候,竟然是不能用 是什么意思 啊 到底? 茫然了 知道不能用就不买了 呜呜呜",5.0
TRAIN_26076,577517.0,PRODUCT_523611,1367769600,"心仪阳明之学久已,电子书看得头晕,只好买来细读","每本封面均有折痕,品相差点,不建议藏友购买……亚马逊书商出身,出这样的小问题,着实不应该吧",5.0
TRAIN_26077,116055.0,PRODUCT_482039,1352995200,质量非常好,"这个是正品的人民音乐出版社的,质量非常好。",5.0
TRAIN_26078,741141.0,PRODUCT_187418,1348588800,好书啊,"内容没的说,好极了。纸的质量倒不必太过于期待。",5.0
TRAIN_26079,396791.0,PRODUCT_335490,1286467200,"不错,比超市便宜","今天收到压力锅,质量很好,虽然没有新品上市时的赠品了(保温饭盒),但超市这一批也没有赠品了。比超市便宜,超市价格409(原519),国美519,苏泊尔官方网站建议价格就是409。",4.0
TRAIN_26080,657363.0,PRODUCT_290644,1370188800,孩子喜欢,"孩子很喜欢,一直买这个系列",5.0
TRAIN_26081,536710.0,PRODUCT_298536,1356019200,好书,"贺来先生研究辩证法系列,很精彩",5.0
TRAIN_26082,752568.0,PRODUCT_57135,1370793600,还行!,"帮朋友买的,朋友没有说什么,应该还不错吧!就是发货有点慢!",4.0
TRAIN_26083,58147.0,PRODUCT_319207,1337356800,很好,"图片精美,内容丰富详实,我爱",5.0
TRAIN_26084,23018.0,PRODUCT_138232,1339084800,"海参很大,发泡的也很大,肉壁超厚,下次还会再买","海参很大,发泡的也很大,肉壁超厚,下次还会再买",5.0
TRAIN_26085,765946.0,PRODUCT_283439,1329840000,房祖名其实很有才,"包装很简单,音乐很给力。房祖名一直很有想法!!",5.0
TRAIN_26086,334708.0,PRODUCT_386949,1236787200,物美价廉,"还可以,讲的挺全,就是展开得不够",4.0
TRAIN_26087,835799.0,PRODUCT_90311,1330185600,整体一般,"机器不错,就是洗澡时不能开,把热气都吹跑了,不过之前开了一段时间,洗澡时效果也一般,要是能有不吹风档的就好了。",4.0
TRAIN_26088,748200.0,PRODUCT_434734,1334851200,很好,"不错,很可爱,也便宜",5.0
TRAIN_26089,9429.0,PRODUCT_74149,1347206400,不如以前买的那个4g的做工好,"不如以前买的那个4g的做工好,标识SSR比以前的大,且右上方没有圈R,背面也没防伪标签。",3.0
TRAIN_26090,825728.0,PRODUCT_248066,1381075200,我的意见,是一本从事快递工作的人必读的书,5.0
TRAIN_26091,1024266.0,PRODUCT_361574,1370534400,这是一本非常好的书,这是一本非常好的书是,5.0
TRAIN_26092,42185.0,PRODUCT_389648,1347552000,兼听,"看左看右,找到自已。注重历史,立足现在,着眼未来。想来这是时先生的想法。",5.0
TRAIN_26093,147192.0,PRODUCT_412105,1323273600,不错,"上一次买的mx880被偷了很久才入的air,听感什么的也没办法给对比了,在煲中,解析是不错的,低频量低有质,外观很靓,除了佩戴有点小麻烦,其实耳道还是会稍微有痛感不过比mx880好很多了。",5.0
TRAIN_26094,4279.0,PRODUCT_53400,1362844800,质量,切边特别粗糙  怀疑是不是正版,3.0
TRAIN_26095,128558.0,PRODUCT_253192,1252425600,受益匪浅,"温故而知新,中医重在悟性。",5.0
TRAIN_26096,254040.0,PRODUCT_62755,1371139200,孩子很喜欢,孩子很喜欢  值得购买 啊啊啊,5.0
TRAIN_26097,22405.0,PRODUCT_9570,1328025600,挺好的,"参考价钱的话~挺好的~就是字密了点,费眼",4.0
TRAIN_26098,105606.0,PRODUCT_501807,1386604800,"第一次在亚马逊买电子产品,很满意!","11月25买的,虽然东西从下单到收货用了一个星期,但是还是比较满意的。 第一次在网上买电子产品,实体店还没货,京东淘宝也是预售,苹果官网也要等一个星期才有货,只有亚马逊有现货,虽然之前只在亚马逊买过书但是一向对亚马逊还是比较信任的。果然收到的时候是全新未拆封未激活的行货正品,已经用了一段时间了,拿到DLXL序列号的,没有出现传说中的阴阳屏,Retina屏的视觉感非常好,A7的处理器和M7的协处理器速度非常快,电池续航能力也比我的iphone好很多,大小比ipad合适,携带方便,发票是到货后几天寄来的,总体比较满意。",5.0
TRAIN_26099,2980.0,PRODUCT_372936,1292947200,"不错,","4年级的小孩看了,说非常喜欢。",5.0
TRAIN_26100,2030.0,PRODUCT_277369,1311523200,实用有用,对单词解释比较好。总结很实用。,5.0
TRAIN_26101,507097.0,PRODUCT_270267,1212768000,很美,"这不是本建筑的书,而是一本思想的书?不,建筑的存在缘于思想的存在,海德格尔得存在主义如此说,建筑根源如此,很美妙,很神秘。",4.0
TRAIN_26102,740671.0,PRODUCT_450621,1324915200,还不错,"已经戴了一阵子了,东西不错,没有什么问题。",4.0
TRAIN_26103,4517.0,PRODUCT_289369,1355587200,机器噪音比较大,"选择的货到付款,送货员忘记收钱了。我是买给老妈的,她不清楚情况,现在都过了两天了还没人上门收钱~亚马逊在免费送嘛,呵呵 机器还可以,就是运行的时候噪音比较大,不知道美的是不是都这个特色",4.0
TRAIN_26104,1991.0,PRODUCT_364863,1313942400,好,"物流很快,昨天晚上下单,今天上午就送到了。书也很实惠。绝对超值。",5.0
TRAIN_26105,87980.0,PRODUCT_62987,1367596800,速度不给力,"感觉不是标准的3.0速度没他们的快,但价格只有那个样,非常好",5.0
TRAIN_26106,1397199.0,PRODUCT_448478,1358697600,真正向中国传统文化致敬的一本书,"今天刚拿到书,一口气读到80页,非常喜欢~ 安妮的文字优美大方,一如既往;韦力先生针对与古书相关的问题作出的回答意味深刻,对现代社会我们的生存状态有诸多反思,在科技发达社会进步得只知追求效率金钱、美好的事物难以保存流传的今天,我们到底该追求些什么呢?该怎样传承祖先留给我们的灿烂美丽的文化?装帧简单雅致,纸张很好,插图很美~~读这样的书,着实让人心生欢喜~",5.0
TRAIN_26107,437154.0,PRODUCT_485297,1287072000,不错,"内容不错,有自己的东西.",5.0
TRAIN_26108,880670.0,PRODUCT_371489,1361203200,等新版本很久了,"等新版本很久了,终于等到了",5.0
