category_str,评论内容_clean,text_clean_char,attributes,attributes_list,labels,aspects_hit
图书音像,超级喜欢这本漫画 而且比较便宜,超 级 喜 欢 漫 画 便 宜,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,非常漂亮的布包里面的制作过程也很详细,非 常 漂 亮 布 包 里 面 制 作 程 很 详 细,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
家居生活,扣锁很严实玻璃也很结实没有气孔且很好清洗。,扣 锁 很 严 实 玻 璃 很 结 实 没 气 孔 很 好 清 洗,"[{""aspect"": ""质量"", ""polarity"": 1}, {""aspect"": ""包装"", ""polarity"": 1}]","[('质量', 1), ('包装', 1)]","1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0","质量,包装"
图书音像,价格不贵质量一般。爱好古文的一定不能错过很适合爱书但没多少钱买书的朋友。,价 格 不 贵 质 量 般 爱 好 古 文 定 不 错 很 适 合 爱 书 没 少 钱 买 书 朋 友,"[{""aspect"": ""质量"", ""polarity"": 0}, {""aspect"": ""价格"", ""polarity"": 1}]","[('质量', 0), ('价格', 1)]","0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0","质量,价格"
图书音像,先說送貨速度吧很快第二天就到了.書本也很好價格比當當便宜.,先 說 送 貨 速 度 很 快 二 天 書 很 好 價 格 當 當 便 宜,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
电脑/办公,我昨天订的今天就送到了配送很给力。我喜欢这个记事本我很喜欢质量很好很好下次要买一定会再来的买的。非常愉快的一次购物。,昨 天 订 今 天 送 配 送 很 力 喜 欢 记 事 很 喜 欢 质 量 很 好 很 好 下 次 买 定 会 再 买 非 常 愉 快 次 购 物,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,子春老师对人艺老中青三代编导演人员作了大量深入细致的采访和收集工作尽管她有天时地利人和的优势但是看了书才知道这些工作和整理的确不容易。所以《谁在舞台中央 》这本书有血有肉有生活有意思。记录了人艺几代人的故事。好看,子 春 老 师 人 艺 老 中 青 三 代 编 导 演 人 员 作 大 量 深 入 细 致 采 访 收 集 工 作 天 时 利 人 优 势 看 书 才 知 道 些 工 作 整 理 确 不 容 易 舞 台 中 央 书 血 肉 生 活 意 思 记 录 人 艺 代 人 事 好 看,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
电脑/办公,一直用这款笔芯好用促销时很划算,直 款 笔 芯 好 促 销 时 很 划 算,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,荒木大叔的奇洛太有爱了以前看朋友买了台版的太贵了。这本简体版的看起来更舒服身边几个以前迟迟没下手的朋友这次果断下手了哈哈哈哈,荒 木 大 叔 奇 洛 太 爱 前 看 朋 友 买 台 版 太 贵 简 体 版 看 更 舒 服 身 前 迟 迟 没 下 手 朋 友 次 果 断 下 手,"[{""aspect"": ""价格"", ""polarity"": 0}]","[('价格', 0)]","0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",价格
图书音像,不像原版的如果是盗版的话30多块钱显然不值了,不 原 版 果 盗 版 话 30 块 钱 显 然 不 值,"[{""aspect"": ""价格"", ""polarity"": 0}]","[('价格', 0)]","0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",价格
图书音像,很好看的一本书 很细腻,很 好 看 书 很 细 腻,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,送人的据说质量不错很厚像砖块估计拿在手里会累,送 人 说 质 量 不 错 很 厚 砖 块 估 计 手 里 会 累,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,读这本书纯粹为了从另一个角度了解历史了解上学时被主观意识忽略的真实事实。不想在读书的过程中始终都能看到柏杨老师的民主自由谩骂。很是不爽。 历史总有个过程不是什么时候随便就能蹦进来民主进而产生自由的它总有它的特点不管是民族的地理的还是血统的。 建议大家读史需引以为鉴对柏杨老师的民主和其独有的酱缸式的评论莞尔一笑即可个人窃以为柏杨老师算是一个“愤青”估计是坐牢时把心态弄坏了这方面应该向李敖老师看齐。 如有冒犯多多赎罪。,读 书 纯 粹 角 度 解 历 史 解 上 学 时 主 观 意 识 忽 略 真 实 事 实 不 想 读 书 程 中 始 终 都 看 柏 杨 老 师 民 主 谩 骂 很 不 爽 历 史 总 程 不 什 时 候 便 蹦 进 民 主 进 产 生 总 特 点 不 民 族 理 还 血 统 建 议 大 家 读 史 需 引 鉴 柏 杨 老 师 民 主 独 酱 缸 式 评 莞 尔 笑 人 窃 柏 杨 老 师 算 愤 青 估 计 坐 牢 时 心 态 弄 坏 方 面 应 李 敖 老 师 看 齐 犯 赎 罪,"[{""aspect"": ""质量"", ""polarity"": 0}]","[('质量', 0)]","0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0",质量
食品/保健,看起来很厉害的样子还没吃希望有效,看 很 厉 害 样 子 还 没 吃 希 效,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
家用电器,今天收到货拆箱一看表面有嗒旧花痕是不是发了旧货给我开机还有塑料味坑,今 天 收 货 拆 箱 看 表 面 嗒 旧 花 痕 不 发 旧 货 开 机 还 塑 料 味 坑,"[{""aspect"": ""价格"", ""polarity"": 0}]","[('价格', 0)]","0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",价格
图书音像,很好价格合适比书店便宜,很 好 价 格 合 适 书 店 便 宜,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,还没看不知道内容怎样但是书那么小那么薄64元太贵了吧,还 没 看 不 知 道 内 容 样 书 小 薄 64 元 太 贵,"[{""aspect"": ""价格"", ""polarity"": 0}]","[('价格', 0)]","0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",价格
图书音像,书的质量还是可以的价格不贵就是发货慢,书 质 量 还 价 格 不 贵 发 货 慢,"[{""aspect"": ""价格"", ""polarity"": 1}, {""aspect"": ""物流"", ""polarity"": 0}]","[('价格', 1), ('物流', 0)]","0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0","价格,物流"
手机/数码,原厂包装防伪查询售价低廉超划算。推荐多备一块点板少充电环保节能。,原 厂 包 装 防 伪 查 询 售 价 低 廉 超 划 算 推 荐 备 块 点 板 少 充 电 环 保 节,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,昨天刚拿到书今天就看完了。 但不是因为书好看是内容太少了超大的行距和动不动一章结尾空出的一大页居然三面纸就能成一章节了佩服 很商业的情节阅读速度像我一样中等水平的人估计3个小时左右就看完了。 版权页上还说二十多万字无语 磨铁真的是拼了命的捞钱还要把羽泉搭进来再次佩服。。。 还好我只是看看放松下本身期待也不算大,昨 天 刚 书 今 天 看 完 不 书 好 看 内 容 太 少 超 大 行 距 动 不 动 章 结 尾 空 出 大 页 居 然 三 面 纸 成 章 节 佩 服 很 商 业 情 节 阅 读 速 度 样 中 水 平 人 估 计 3 小 时 左 右 看 完 版 权 页 上 还 说 二 十 万 字 无 语 磨 铁 真 拼 命 捞 钱 还 羽 泉 搭 进 再 次 佩 服 还 好 只 看 看 放 松 下 身 期 不 算 大,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
电脑/办公,设计的很棒放心很结实很小巧整体很漂亮传输速度还行不慢对于这个价钱很值了,设 计 很 棒 放 心 很 结 实 很 小 巧 整 体 很 漂 亮 传 输 速 度 还 行 不 慢 价 钱 很 值,"[{""aspect"": ""质量"", ""polarity"": 1}, {""aspect"": ""外观"", ""polarity"": 1}]","[('质量', 1), ('外观', 1)]","1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0","质量,外观"
家居生活,看了许多评论知道此款便当盒一是保温不够好二是会漏水但是架不住它便宜呀。同样款型的便当盒好多种就数这款最便宜。而且振能的东西也用过一个蒸锅、一个不锈钢洗菜盆固然不能和双立人什么的相比但是在它这个价位属于做工不错的。 家人生病早上喝粥粥这个东西只要放过冰箱就会变成一块果冻不好吃就想买个保温桶。反正不带出去漏水也没关系。而且这个桶可以直接当碗吃不用倒出来口大洗起来也方便。下午2点多下单尝试选择晚上送货当天晚上果然送来了赞表面除了有个小坑相当光洁依次用洗洁精和白醋洗完后甩一甩几乎不沾水珠。 这次的标签纸也比过去振能的好撕问题是为毛要在盖子把手下方贴个标签想把把手螺丝拧下来撕标签可是看看盖子反面没有螺帽怕这螺丝拧来拧去会不牢固。 气温1015度粥装八九分满没放夹层。盒子下面垫块木板上面套了个买雪糕赠品保温袋4小时后不如洗澡水热估计30度左右还好粥还有流动性没有结成果冻很知足了。下次试试放上夹层夹层里装点开水。,看 许 评 知 道 款 便 盒 保 温 不 够 好 二 会 漏 水 架 不 住 便 宜 样 款 型 便 盒 好 数 款 最 便 宜 振 东 西 蒸 锅 不 锈 钢 洗 菜 盆 固 然 不 双 立 人 什 相 价 位 属 做 工 不 错 家 人 生 病 早 上 喝 粥 粥 东 西 只 放 冰 箱 会 变 成 块 果 冻 不 好 吃 想 买 保 温 桶 反 正 不 带 出 去 漏 水 没 关 系 桶 直 接 碗 吃 不 倒 出 口 大 洗 方 便 下 午 2 点 下 单 尝 试 选 择 晚 上 送 货 天 晚 上 果 然 送 赞 表 面 小 坑 相 光 洁 次 洗 洁 精 白 醋 洗 完 后 甩 甩 不 沾 水 珠 次 标 签 纸 去 振 好 撕 问 题 毛 盖 子 手 下 方 贴 标 签 想 手 螺 丝 拧 下 撕 标 签 看 看 盖 子 反 面 没 螺 帽 怕 螺 丝 拧 拧 去 会 不 牢 固 气 温 1015 度 粥 装 八 九 分 满 没 放 夹 层 盒 子 下 面 垫 块 木 板 上 面 套 买 雪 糕 赠 品 保 温 袋 4 小 时 后 不 洗 澡 水 热 估 计 30 度 左 右 还 好 粥 还 流 动 性 没 结 成 果 冻 很 知 足 下 次 试 试 放 上 夹 层 夹 层 里 装 点 开 水,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,是正品 很不错 完全没有褶皱 以后还会在卓越买书的 又快又便宜,正 品 很 不 错 完 全 没 褶 皱 后 还 会 卓 越 买 书 快 便 宜,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,对中国的文化总结的十分精辟绝对值得买,中 国 文 化 总 结 十 分 精 辟 绝 值 买,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,喜欢看传记类书籍这一本是给儿子看的。书的质量很好淡淡的墨香不错。,喜 欢 看 传 记 类 书 籍 儿 子 看 书 质 量 很 好 淡 淡 墨 香 不 错,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,收到书已经4天了一直在用心研究还真是不错啊很实用啊我感觉自己真的是需要这样的配色理论系统的学习学习色彩了赞一个。,收 书 已 4 天 直 心 研 究 还 真 不 错 很 实 感 觉 真 需 样 配 色 理 系 统 学 习 学 习 色 彩 赞,"[{""aspect"": ""包装"", ""polarity"": 1}]","[('包装', 1)]","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",包装
图书音像,便宜 是不是因为不用交版税,便 宜 不 不 交 版 税,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
家具/家装/建材,组装起来还是很容易的而且很稳当能放不少东西看到超市有同一个牌子的贵很多呢这次买的很划算。,组 装 还 很 容 易 很 稳 放 不 少 东 西 看 超 市 牌 子 贵 很 次 买 很 划 算,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
手机/数码,运输是个让人讨厌的问题预计到货时间就是个玩笑害人不浅白白等了半天预计到货的第二天如果不是我去自提也就收不到了因为据物流说那天也是送不出来的。。。算了这无所谓。 机器的镜头卡口估计有问题试了很多专用uv都不对想换货要开具检测报告忍了凑活着用了。 买的时候某东某宁价格与亚马逊相当考虑到亚马逊更专业些就从这里入手了结果价格跳楼最厉害的不是某东啊这里没几天就降了将近两百元心里真不爽某东某宁都还坚守价格这里居然这么狠。 哎以后还是抑制冲动好好看看走势吧。 这里不想再来买东西了。。。,运 输 人 讨 厌 问 题 预 计 货 时 间 玩 笑 害 人 不 浅 白 白 半 天 预 计 货 二 天 果 不 去 提 收 不 物 流 说 天 送 不 出 算 无 谓 机 器 镜 头 卡 口 估 计 问 题 试 很 专 uv 都 不 想 换 货 开 具 检 测 报 告 忍 凑 活 买 时 候 东 价 格 亚 马 逊 相 考 虑 亚 马 逊 更 专 业 些 里 入 手 结 果 价 格 跳 楼 最 厉 害 不 东 里 没 天 降 近 两 百 元 心 里 真 不 爽 东 都 还 坚 守 价 格 里 居 然 狠 后 还 抑 制 动 好 好 看 看 走 势 里 不 想 再 买 东 西,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,我已经有两次收到这样的书了总是有脱页或者某页破损,已 两 次 收 样 书 总 脱 页 页 破 损,"[{""aspect"": ""包装"", ""polarity"": 0}]","[('包装', 0)]","0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0",包装
图书音像,质量不错 书的内容也不错 分析的比较全面,质 量 不 错 书 内 容 不 错 分 析 全 面,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,比2012版便宜一些。,2012 版 便 宜 些,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,这一本书不错值得购买而且送货的速度很快一天的时间就可以到了。这是一本好书值得看一看喜欢NBA的买买买,书 不 错 值 购 买 送 货 速 度 很 快 天 时 间 好 书 值 看 看 喜 欢 NBA 买 买 买,"[{""aspect"": ""物流"", ""polarity"": 1}]","[('物流', 1)]","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0",物流
电脑/办公,速度达不到CLASS10但价格便宜就算购买时已要求开发票但收到货时发现没有发票要自己联系客服索要发票总体只能是一般。,速 度 达 不 CLASS 10 价 格 便 宜 算 购 买 时 已 求 开 发 票 收 货 时 发 现 没 发 票 联 系 客 服 索 发 票 总 体 只 般,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
家具/家装/建材,产品今天收到从包装看还好晚上连接以后就开始使用结果发现漏水严重在这样冷的天洗澡把我整感冒了。后来把包装袋里面的白色塑料垫更换成为新买的橡胶垫以后才好了。产品质量没有包装好有点挂羊头卖狗肉的被骗感觉。,产 品 今 天 收 包 装 看 还 好 晚 上 接 后 开 始 使 结 果 发 现 漏 水 严 重 样 冷 天 洗 澡 整 感 后 包 装 袋 里 面 白 色 塑 料 垫 更 换 成 新 买 橡 胶 垫 后 才 好 产 品 质 量 没 包 装 好 点 挂 羊 头 卖 狗 肉 骗 感 觉,"[{""aspect"": ""包装"", ""polarity"": 1}]","[('包装', 1)]","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",包装
图书音像,剧情很好看。书也很划算,剧 情 很 好 看 书 很 划 算,"[{""aspect"": ""价格"", ""polarity"": 1}, {""aspect"": ""外观"", ""polarity"": 1}]","[('价格', 1), ('外观', 1)]","0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0","价格,外观"
图书音像,快递挺快书印刷质量不错内容简单翻了翻写得很通俗但道理讲得很深刻是本好书赞一个。,快 递 挺 快 书 印 刷 质 量 不 错 内 容 简 单 翻 翻 写 很 通 俗 道 理 讲 很 深 刻 好 书 赞,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,发货速度很快书本也看一下刚刚开始看看到17页了说的很不错对新手或者经历过的外贸人士来说是一本不错的学习参考书和总结的概括的宝典。。。值得看。。谢谢作者。。。,发 货 速 度 很 快 书 看 下 刚 刚 开 始 看 看 17 页 说 很 不 错 新 手 历 外 贸 人 士 说 不 错 学 习 参 考 书 总 结 概 括 宝 典 值 看 谢 谢 作,"[{""aspect"": ""物流"", ""polarity"": 1}]","[('物流', 1)]","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0",物流
图书音像,不能传图片只能传视频了晚上拍摄整本书展开是一张画。不错。包装不错,不 传 图 片 只 传 视 频 晚 上 拍 摄 整 书 展 开 张 画 不 错 包 装 不 错,"[{""aspect"": ""包装"", ""polarity"": 1}]","[('包装', 1)]","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",包装
电脑/办公,送货的速度整整比预期的时间少了两天只用了一两天就到了怒赞啊 值得推荐的是它的硅胶耳套可以更换大小可以使它塞的更牢固。 总体质量不错音色很好音量有32的我只开了15.,送 货 速 度 整 整 预 期 时 间 少 两 天 只 两 天 怒 赞 值 推 荐 硅 胶 耳 套 更 换 大 小 使 塞 更 牢 固 总 体 质 量 不 错 音 色 很 好 音 量 32 只 开 15,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
家具/家装/建材,商品设计挺漂亮的清爽干净美观实用。组装容易装好后因挪地方提起来几次没有松动迹象。 有几处稍稍微破点皮儿但无伤大雅。还是很满意的。,商 品 设 计 挺 漂 亮 清 爽 干 净 美 观 实 组 装 容 易 装 好 后 挪 方 提 次 没 松 动 迹 象 处 稍 稍 微 破 点 皮 儿 无 伤 大 雅 还 很 满 意,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
美妆个护,感觉不错皮肤感觉很好第一次用这类的东西可能效果就这样出奇的好了准备用完后再买一瓶而且比超市便宜很多啊 老黄瓜刷新漆装装嫩呵呵,感 觉 不 错 皮 肤 感 觉 很 好 次 类 东 西 效 果 样 出 奇 好 准 备 完 后 再 买 瓶 超 市 便 宜 很 老 黄 瓜 刷 新 漆 装 装 嫩,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,送货快 书也不错 送给读大一的妹妹的 她很喜欢 还有赠光盘 据说扉页有插图中国画,送 货 快 书 不 错 送 读 大 妹 妹 很 喜 欢 还 赠 光 盘 说 扉 页 插 图 中 国 画,"[{""aspect"": ""物流"", ""polarity"": 1}]","[('物流', 1)]","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0",物流
图书音像,书很新 发货很快 质量很好,书 很 新 发 货 很 快 质 量 很 好,"[{""aspect"": ""质量"", ""polarity"": 1}, {""aspect"": ""物流"", ""polarity"": 1}]","[('质量', 1), ('物流', 1)]","1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0","质量,物流"
图书音像,很棒的书印刷、内容都不错价格也实惠建议购买。,很 棒 书 印 刷 内 容 都 不 错 价 格 实 惠 建 议 购 买,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
电脑/办公,包包的空间足够大质量看上去应该也没问题尽管刚拿到手。鼠标很有质感。另外发货速度挺快的。5月3日下的订单4日发的货订单本来说包包预计要到5月11日才能送达我还在为物流太慢发愁谁成想今天就到了。必须得赞一个,包 包 空 间 足 够 大 质 量 看 上 去 应 没 问 题 刚 手 鼠 标 很 质 感 外 发 货 速 度 挺 快 5 月 3 日 下 订 单 4 日 发 货 订 单 说 包 包 预 计 5 月 11 日 才 送 达 还 物 流 太 慢 发 愁 成 想 今 天 必 须 赞,"[{""aspect"": ""物流"", ""polarity"": 0}]","[('物流', 0)]","0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0",物流
图书音像,弗洛伊德的理论叙述的很到位对文艺学美学方面都有很大助益快递很给力包装很干净,弗 洛 伊 德 理 叙 述 很 位 文 艺 学 美 学 方 面 都 很 大 助 益 快 递 很 力 包 装 很 干 净,"[{""aspect"": ""物流"", ""polarity"": 1}, {""aspect"": ""包装"", ""polarity"": 1}]","[('物流', 1), ('包装', 1)]","0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0","物流,包装"
图书音像,等儿子大了给他好好看看。,儿 子 大 好 好 看 看,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
家居生活,上次买了两本书顺便买了这袋洗衣粉然后洗衣粉袋子竟然被书给划破了。洗衣粉本身还是很好用的。。。,上 次 买 两 书 便 买 袋 洗 衣 粉 然 后 洗 衣 粉 袋 子 竟 然 书 划 破 洗 衣 粉 身 还 很 好,"[{""aspect"": ""包装"", ""polarity"": 0}]","[('包装', 0)]","0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0",包装
家居生活,这是一本我一直想购买的书因为一直生活费有限等到现在才在亚马逊买经济实惠我满心欢喜,直 想 购 买 书 直 生 活 费 限 现 才 亚 马 逊 买 济 实 惠 满 心 欢 喜,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,经典之作好好用心看有蛮大的收获的,典 作 好 好 心 看 蛮 大 收 获,"[{""aspect"": ""包装"", ""polarity"": 1}]","[('包装', 1)]","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",包装
图书音像,挺好的 无论书还是物流 压死TB了,挺 好 无 书 还 物 流 压 死 TB,"[{""aspect"": ""物流"", ""polarity"": 1}]","[('物流', 1)]","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0",物流
手机/数码,正品行货做工精致体积小使用方便,正 品 行 货 做 工 精 致 体 积 小 使 方 便,"[{""aspect"": ""做工"", ""polarity"": 1}]","[('做工', 1)]","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0",做工
家用电器,很好用以前就用这个牌子的只是不同款式,很 好 前 牌 子 只 不 款 式,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
手机/数码,优点包装简约不简陋做工好轻巧声音清晰。 缺点说明书和没有差不多。连两部手机比较麻烦连接不太稳定。,优 点 包 装 简 约 不 简 陋 做 工 好 轻 巧 声 音 清 晰 缺 点 说 明 书 没 差 不 两 部 手 机 麻 烦 接 不 太 稳 定,"[{""aspect"": ""做工"", ""polarity"": 1}, {""aspect"": ""包装"", ""polarity"": 0}]","[('做工', 1), ('包装', 0)]","0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0","做工,包装"
图书音像,图画的相当粗糙还那么贵一本只有几页,图 画 相 粗 糙 还 贵 只 页,"[{""aspect"": ""做工"", ""polarity"": 0}]","[('做工', 0)]","0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0",做工
美妆个护,用过好几瓶了感觉还行淡淡的香味价格便宜。就是最近一次买亚马逊送来的货瓶盖是坏的。,好 瓶 感 觉 还 行 淡 淡 香 味 价 格 便 宜 最 近 次 买 亚 马 逊 送 货 瓶 盖 坏,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,不管是印刷还是文字解说都非常漂亮很精致的书,不 印 刷 还 文 字 解 说 都 非 常 漂 亮 很 精 致 书,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
手机/数码,原装电池实惠第一下次还会再买的,原 装 电 池 实 惠 下 次 还 会 再 买,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,如题。。感觉价格太合理了。。,题 感 觉 价 格 太 合 理,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,质量很好内容也通俗易懂,质 量 很 好 内 容 通 俗 易 懂,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
其他,东西很好看很满意。质量也很好,东 西 很 好 看 很 满 意 质 量 很 好,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,同时买了《UG NX 8.0工程图教程》和这本书不过相比较起来这本书质量太差了建议不要买这本书坑人内容非常简单除非你是从来没有接触过Nx软件的否则千万不要买,时 买 UG NX 8 0 工 程 图 教 程 书 不 相 书 质 量 太 差 建 议 不 买 书 坑 人 内 容 非 常 简 单 非 没 接 触 Nx 软 件 否 千 万 不 买,"[{""aspect"": ""质量"", ""polarity"": 0}, {""aspect"": ""价格"", ""polarity"": 0}]","[('质量', 0), ('价格', 0)]","0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0","质量,价格"
钟表/首饰/眼镜/礼品,这是恶意攻击本人使用有段时间了喜爱之情发自肺腑。表带不仅是合金的还有着装饰性至今颜色毫无改变表盘很是漂亮的珍珠彩贝。曾也打过电话辨别真伪是正品。,恶 意 攻 击 人 使 段 时 间 喜 爱 情 发 肺 腑 表 带 不 仅 合 金 还 装 饰 性 今 颜 色 毫 无 改 变 表 盘 很 漂 亮 珍 珠 彩 贝 曾 电 话 辨 真 伪 正 品,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
运动户外,本款鞋不错外观美观穿着舒适款式大方。好评。,款 鞋 不 错 外 观 美 观 穿 舒 适 款 式 大 方 好 评,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,作者是我中学北京十一学校的校友很有趣的姑娘。当然比我厉害多了。这个写作的视角非常符合我的口味。虽然说思想并不那么深刻但对于一个90后女孩能要求更多吗真实的感情就很好,作 中 学 北 京 十 学 校 校 友 很 趣 姑 娘 然 厉 害 写 作 视 角 非 常 符 合 口 味 然 说 思 想 不 深 刻 90 后 女 孩 求 更 真 实 感 情 很 好,"[{""aspect"": ""描述"", ""polarity"": 1}]","[('描述', 1)]","0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0",描述
